period,year,period_in_year,population,fertile_women,births,deaths,labor_force,employment_count,unemployment_rate,family_income_to_basket_ratio,gdp_nominal,real_gdp_nominal,potential_gdp_nominal,output_gap_share,cpi,inflation_rate,gdp_growth,population_growth,average_wage,real_average_wage,essential_demand_units,essential_production_units,essential_sales_units,people_full_essential_coverage,full_essential_coverage_share,average_food_meals_per_person,bank_equity,bank_capital_ratio,bank_insolvent_share,bank_undercapitalized_share,central_bank_money_supply,central_bank_target_money_supply,central_bank_policy_rate,central_bank_issuance,government_tax_revenue,government_total_spending,government_deficit,government_debt_outstanding,school_enrollment_share,university_enrollment_share,school_completion_share,university_completion_share,low_resource_school_enrollment_share,low_resource_university_enrollment_share,low_resource_university_student_share,low_resource_origin_upward_mobility_share,low_resource_origin_university_completion_share,poor_origin_university_mobility_lift,school_income_premium,university_income_premium,poverty_rate_without_university,poverty_rate_with_university,skilled_job_fill_rate
11,1,11,922,214,15,5,585,475,0.18803418800000002,0.7015468986000001,10050.0598192765,7134.0083887973,11387.2467257571,0.1174284653,1.4087535746,0.1871252941,0.08047628,0.0109649123,17.0288145107,12.0878589536,819.3873230031,585.4449563442,545.2065863294,357,0.3872017354,66.2794050497,11326.2087262867,0.13998273660000002,0.0,0.0,68539.1866625828,66118.3253676777,0.0835272153,2620.6520853326,1030.9546514418,3901.2659214068,2870.311269965,54444.7029887757,0.2635658915,0.33333333330000003,0.8677419355,0.2016129032,0,0,0,0,0,0,0.9394283686,0.9252694481,0.0,0,0.7807692308
12,1,12,925,212,7,4,581,415,0.2857142857,0.6169251061000001,10305.4268953161,6159.2771108316,13273.3898411672,0.2236024845,1.6731552599000001,0.1876848372,0.025409508100000002,0.0032537961000000002,21.3093847704,12.7360474433,823.3803556309,537.7433143181,500.6522261658,373,0.4032432432,56.6303511247,11173.1418095701,0.12748414530000002,0.0,0.0,75692.9270369786,68539.1866625828,0.0919042226,0.0,851.2800141883,6336.6033462376,5485.3233320493,59451.5540301914,0.1937984496,0.33333333330000003,0.8670988655,0.2025931929,0,0,0,0,0,0,0.9945106431,0.9721836504,0.0,0,0.75
13,2,1,930,211,7,2,590,418,0.2915254237,0.5567773184,11555.0777670613,5700.0487337616,15005.0148611505,0.2299189388,2.0271892938,0.2115966416,0.12126143680000001,0.0054054054,24.1483751273,11.912244802,823.6260154518,505.3718771364,488.875766669,340,0.3655913978,51.5038921338,14100.3989505965,0.1372673923,0.33333333330000003,0.6666666667000001,87624.3845115317,75692.9270369786,0.0593031055,0.0,940.3867330255,8783.9387085965,7843.551975571,66484.5308835437,0.18604651160000002,0.33333333330000003,0.8668831169000001,0.2029220779,0,0,0,0,0,0,1.0232528152,0.9433675952,0.0,0,0.7536945813
14,2,2,941,208,14,3,577,346,0.4003466205,0.5204334938,11929.3051802279,4799.750365499,18302.1744562779,0.34820284830000003,2.4854011713,0.2260330986,0.032386403700000004,0.011827957,35.029115086,14.0939480881,826.355248054,431.7546707693,417.0628439493,306,0.3251859724,43.6572112442,18693.639664648,0.1393930223,0.6666666667000001,0.6666666667000001,114326.0336651928,87624.3845115317,0.073612224,0.0,687.6013644722,12057.382119812,11369.7807553399,87765.9680750371,0.1923076923,0.33333333330000003,0.8664495114,0.2035830619,0,0,0,0,0,0,1.0191899318,0.9426619940000001,0.0,0,0.7006369427
15,2,3,941,207,13,13,581,286,0.5077452668,0.4238951412,12779.3609296259,4051.7833033617,23884.0000143484,0.46494050740000004,3.1540089814,0.26901404,0.0712577754,0.0,44.7399878095,14.1851174403,831.834037566,382.1780675137,377.7302405879,296,0.3145589798,35.9466700676,23787.027453732,0.1466165417,0.33333333330000003,0.6666666667000001,137645.032299901,114326.0336651928,0.043904728000000004,0.0,783.4163505298,18469.6148710918,17686.198520562,110365.6496794069,0.1328125,0.8333333333,0.8679867987000001,0.20627062710000002,0,0,0,0,0,0,0.9170020841000001,0.9180277204,0.0,0,0.48780487800000005
16,2,4,947,206,14,8,578,312,0.46020761250000003,0.4401139544,14522.1322314712,3999.4397371508,24750.9263955357,0.41326914400000003,3.6310416423,0.1512464497,0.13637390100000002,0.0063761955,49.6873076794,13.6840368616,827.8800454349,365.3010574164,354.020886747,274,0.28933474130000003,29.5538347161,27671.5096585014,0.1398448936,0.33333333330000003,0.33333333330000003,169822.7568155254,137645.032299901,0.0416995183,0.0,541.332086969,24180.2081462689,23638.8760593,133072.2946018114,0.1507936508,0.25,0.8675496689000001,0.2086092715,0,0,0,0,0,0,0.9333795975,0.9370770885,0.0020920502,0,0.4453781513
17,2,5,949,203,17,15,574,329,0.4268292683,0.49041648190000003,17572.193952823,4382.5170649278,28205.2406766163,0.3769883351,4.0096122143,0.1042594961,0.210028505,0.0021119324,58.6634254574,14.6306980133,829.8769245812,372.305403749,365.9074304709,306,0.32244467860000003,29.3731787579,32938.3798348635,0.1305496155,0.33333333330000003,0.6666666667000001,219276.5653590995,169822.7568155254,0.01,0.0,634.799388561,26979.2128605545,26344.4134719934,168328.9132363522,0.1935483871,1.0,0.8664440735000001,0.2086811352,0,0,0,0,0,0,0.8601452115,0.863073552,0.0021097046,0,0.3524590164
18,2,6,961,201,21,9,571,333,0.41681260950000004,0.5109249812000001,17405.8042498544,4030.6459582105,27458.3095751758,0.3661006625,4.3183659469,0.0770033899,-0.0094689202,0.012644889400000001,65.822671446,15.2424950214,827.9143013181,375.0637892679,347.4710685488,295,0.3069719043,27.7272926128,43855.2993040856,0.146563614,0.6666666667000001,0.6666666667000001,255466.9299417867,219276.5653590994,0.01,0.0,223.8120729181,29263.1116338053,29039.2995608872,200639.7413013276,0.2213114754,1.0,0.8640939597,0.211409396,0,0,0,0,0,0,0.9350110151000001,0.9251739393,0.0021276596000000003,0,0.3015873016
19,2,7,959,201,9,11,566,321,0.4328621908,0.5055398091000001,21498.347670024,4672.5901790269,34874.2043574296,0.38354585960000004,4.6009486915,0.0654374243,0.2351252123,-0.0020811655,72.9787040298,15.8616643921,832.4658379523,351.0729634013,357.5805652593,309,0.3222106361,28.61772323,56226.4795885696,0.1583383136,0.33333333330000003,0.6666666667000001,298582.8713823561,347163.3649588366,0.01,28399.8258514037,1283.2785931117,33372.2493978636,32088.9708047519,236691.174255633,0.2416666667,1.0,0.8661016949,0.21186440680000002,0,0,0,0,0,0,0.9258333629000001,0.9593589708,0.0,0,0.2262773723
20,2,8,956,199,8,11,556,306,0.44964028780000004,0.5116109320000001,23002.7055128175,4623.8513454941,38452.1043265241,0.4017829215,4.9747934771,0.081253848,0.06997551,-0.0031282586000000003,83.908026954,16.8666352361,828.7186694328,366.48579258,364.205800597,302,0.31589958160000003,28.255269366,65729.2378978556,0.1588417453,0.33333333330000003,0.33333333330000003,347540.7553892466,298582.871382356,0.01,0.0,1218.9499722103,35370.2039530176,34151.2539808073,272247.3864905671,0.2796610169,1.0,0.8664383562,0.2140410959,0,0,0,0,0,0,0.9004908078,0.95801081,0.0,0,0.1449275362
21,2,9,952,196,12,16,546,301,0.44871794870000004,0.5390592443000001,24344.5324978937,4784.8233977403,40627.0616755547,0.400780379,5.0878643733,0.0227287618,0.058333441900000005,-0.0041841004,91.6800833271,18.0193646293,824.2547008175,375.4891974463,365.2417593824,319,0.3350840336,29.6439603509,77395.0231675935,0.16548876910000002,0.33333333330000003,0.33333333330000003,389913.3940267902,347540.7553892466,0.01,0.0,1021.1244602356,38583.723487881,37562.5990276453,300149.019570476,0.3017241379,1.0,0.8656195462,0.2129144852,0,0,0,0,0,0,0.9482048117,0.9680541170000001,0.0022172949,0,0.0486891386
22,2,10,952,195,8,8,534,301,0.43632958800000005,0.5895813952,27720.8837397864,5660.5709381804,45244.9028693763,0.3873147696,4.897188648,-0.037476573900000004,0.1386903298,0.0,95.3516638245,19.470694449,816.8766900155,387.5884088885,394.5525901382,372,0.39075630250000004,34.5462135334,98102.8364898691,0.18088958930000001,0.33333333330000003,0.6666666667000001,443605.8642971665,459300.4234156688,0.01,40247.4136734617,1773.2740205567,39457.1074443028,37683.8334237461,332955.740047409,0.33043478260000003,1.0,0.8664323374,0.2126537786,0,0,0,0,0,0,0.9304706629,0.9503741902,0.0,0,0.023584905700000002
23,2,11,950,191,8,10,536,337,0.37126865670000003,0.6642385579,27746.354197179,5506.0445343381,40600.2438626496,0.316596366,5.0392535012,0.0290094712,0.0009188184,-0.0021008403,98.3211619913,19.511056939,815.0375172374,416.764225899,401.7226832015,342,0.36,31.5857404202,127929.3928083728,0.2116386146,0.6666666667000001,0.6666666667000001,475460.4129751611,443605.8642971665,0.01,0.0,1168.4924720665,36019.2311594007,34850.7386873342,359881.5137048459,0.3603603604,1.0,0.8639575972,0.21378091870000002,0,0,0,0,0,0,1.0126325548,0.9863450907,0.004494382,0,0.0884353741
24,2,12,944,189,5,11,521,344,0.339731286,0.7604815955,29498.4634465898,5883.7135482984,41102.3357535449,0.2823166152,5.013579129,-0.0050948761,0.0631473684,-0.0063157895,107.7339904376,21.48843923,811.6117086111,434.4241244202,417.9475010836,413,0.4375,38.6613844815,147154.0455889218,0.2111928136,0.33333333330000003,0.33333333330000003,547894.448262308,550821.8492793394,0.01,36731.3230250593,1178.39444229,34184.6507413905,33006.2562991005,415388.4552160276,0.3272727273,1.0,0.8629893238,0.2117437722,0,0,0,0,0,0,0.9771624372000001,0.9934901442,0.0022573363,0,0.1420911528
