year,population,fertile_women,births,deaths,labor_force,employment_count,unemployment_rate,family_income_to_basket_ratio,gdp_nominal,real_gdp_nominal,potential_gdp_nominal,output_gap_share,cpi,inflation_rate,gdp_growth,population_growth,average_wage,real_average_wage,essential_demand_units,essential_production_units,essential_sales_units,people_full_essential_coverage,full_essential_coverage_share,average_food_meals_per_person,bank_equity,bank_capital_ratio,bank_insolvent_share,bank_undercapitalized_share,central_bank_money_supply,central_bank_target_money_supply,central_bank_policy_rate,central_bank_issuance,government_tax_revenue,government_total_spending,government_deficit,government_debt_outstanding,school_enrollment_share,university_enrollment_share,school_completion_share,university_completion_share,low_resource_school_enrollment_share,low_resource_university_enrollment_share,low_resource_university_student_share,low_resource_origin_upward_mobility_share,low_resource_origin_university_completion_share,poor_origin_university_mobility_lift,school_income_premium,university_income_premium,poverty_rate_without_university,poverty_rate_with_university,skilled_job_fill_rate,inflation_yoy,gdp_growth_yoy,population_growth_yoy,avg_unemployment_rate
31,37243.333333333336,5094.916666666667,2528,286,14022.75,8829.75,0.3704202737166667,0.7507662885666667,3017273.965260245,2964616.7076071696,4609429.493624389,0.347585775875,0.8616513734000001,-0.001780026175,0.0017644080749999972,0.005041302583333333,21.973083583075,21.844349880975,357750.658579137,399168.8074802643,352506.0141044246,35597.25,0.9548916860583333,81.61313687829166,5059561.920584559,0.023526244975,0.6666666667,0.6666666667,166148207.56728375,166025778.28445557,0.01,207201.8425063198,220891.808235793,1911434.3273417226,1690542.5191059299,120917344.69441333,0.022770729200000003,0.0,0.32723264721666667,0.23860529373333336,0.0,0.0,0.0,0.0,0.0,0.0,1.5305302847416666,1.3868773765666667,0.006746102383333333,0.0,0.0,-0.03180416001347286,0.36905365978640403,0.06095027834158273,0.3704202737166667
32,39496.0,5357.0,2673,378,14414.0,8820.5,0.3886936432416667,0.7336940577833334,3170231.3648673575,3089534.386783052,4952523.350195703,0.36652191009166674,1.1084145667,0.02176619658333333,0.047786233025000006,0.0048630427,22.606436740966668,22.462334203208332,377724.0113214256,402456.4043774269,364872.0161771141,35884.333333333336,0.9081587676083335,78.84761602745833,5811043.557058215,0.026548866700000003,0.6666666667,0.6666666667,167900772.4291211,169387174.69674855,0.01,239726.1960922275,227688.2208960282,1909818.1083574726,1682129.8874614448,122615711.71755952,0.020357038691666666,0.0,0.30954498045833334,0.226826328225,0.0,0.0,0.0,0.0,0.0,0.0,1.7460240242583334,1.6288816885,0.00720299005,0.0,0.0,0.28638403061587914,0.05069390495135884,0.060485098004116944,0.3886936432416667
33,41824.333333333336,5610.25,2713,372,14770.0,9171.75,0.3791048956,0.7587900602083334,3271210.7557157204,3116002.9059760333,5074057.486361506,0.35658538405,1.1496259807,0.0037330979000000006,0.012048869041666665,0.0046846474166666666,25.068862003333333,24.0433439139,398528.5938937202,431778.0739001246,389548.4130474479,39299.416666666664,0.9400831216916666,79.18150683130834,6357417.241915554,0.030328061741666665,0.6666666667,0.6666666667,169902000.44860935,176614380.15313214,0.01,243296.923804553,177596.1517984636,2103147.106967392,1925550.9551689283,124547234.43630952,0.020933568633333333,0.0,0.29295804398333336,0.21561621451666668,0.0,0.0,0.0,0.0,0.0,0.0,1.5435480939500001,1.4896130188249999,0.006708297883333333,0.0,0.0,0.03718050559611075,0.03185237265879737,0.05895111741273373,0.3791048956
34,44239.333333333336,5843.583333333333,2795,374,15088.25,9567.416666666666,0.36588457820833337,0.7461845687833334,3906771.470479983,3446692.0136918137,5945667.528630905,0.342885573275,1.2173316058,0.0052733263,0.013502169058333333,0.004583027666666667,27.894398059816666,24.731700167025,420335.02943230537,457631.7105229952,409417.4794143982,40144.583333333336,0.9070864634833334,79.510240004875,7506472.67931512,0.03438622921666667,0.6666666667,0.6666666667,172259088.12914243,177062787.15648958,0.01,476834.2211012942,242467.2620884765,2514424.892073568,2271957.6299850917,126822443.97236378,0.022887878258333338,0.0,0.277092990825,0.20475815701666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3943720204666665,1.4054726938333333,0.005849863108333333,0.0,0.0,0.058893610823560705,0.19428913702786055,0.05774150614076334,0.36588457820833337
35,46744.666666666664,6053.083333333333,2954,364,15330.0,9504.916666666666,0.3799134630666667,0.8089842650666667,3761382.9976613764,3585111.1868696557,5836441.487673124,0.35742327779166666,1.0483876947,-0.011201254791666669,-0.02539112456666667,0.004639731241666667,28.324551503349998,27.399112321266667,443377.5037256353,480790.9945245191,433576.4501292726,43020.083333333336,0.9210318077916667,79.48043838429167,8179452.336037248,0.03811788509166667,0.6666666667,0.6666666667,174526100.5606384,174380563.9875024,0.01,308266.60149901133,208123.4786745712,2421440.768185736,2213317.2895111656,129027811.75397739,0.020486303625,0.0,0.2635410639083334,0.195983538125,0.0,0.0,0.0,0.0,0.0,0.0,1.5637325542000002,1.6080789750083333,0.006580354958333333,0.0,0.0,-0.1387821611589345,-0.03721448104072089,0.05663135369731309,0.3799134630666667
36,49197.833333333336,6242.75,2915,443,15723.5,10255.5,0.34790899149166665,0.7409567047416666,4577358.662795156,3910868.614108741,6738466.969801864,0.32425802229166667,0.9913736729,-0.0034334993833333334,0.0010354432833333327,0.0041993393750000005,29.803994152508334,25.869446692833332,466531.4715896685,517677.6845814922,453134.3411877983,45128.5,0.9170812116083334,79.3494735792,9337280.812765568,0.041809265275,0.6666666667,0.6666666667,177261264.663843,178051266.39037833,0.01,555316.5839824383,303326.1231636221,2940574.44446411,2637248.321300488,131647100.52295633,0.021427260083333333,0.0,0.25141794199166667,0.1877500507333333,0.0011384335166666666,0.0,0.0,0.0,0.0,0.0,1.3991454751083332,1.4960215118666669,0.011845138941666666,0.0,0.0,-0.05438257439325889,0.2169350118403548,0.052480140336865544,0.34790899149166665
37,51743.083333333336,6412.5,2968,519,15898.666666666666,9970.0,0.373484455375,0.7015359489916667,4811592.781379068,4081549.6200202215,7320714.67674979,0.35076109365,1.3809808436,0.028979430458333334,0.056942295025000006,0.003961425516666666,29.80422635576667,26.012081068983335,490888.8525425007,512765.7052974461,469360.3446860429,47169.083333333336,0.9110621608166668,76.94010305873333,10735567.613629073,0.045818948283333334,0.6666666667,0.6666666667,179949687.6254232,180283188.77226174,0.01,427213.457467645,350554.3548110967,2839544.1202297346,2488989.7654186375,134170377.93557447,0.018273811558333335,0.0,0.2395588803166667,0.17976766050833334,0.00427402905,0.0,0.0,0.3930555555583333,0.0,-0.3930555555583333,1.5386189678166666,1.6917237192166665,0.013258731216666667,0.0,0.0,0.3929972939066535,0.051172332307662716,0.05173500188016411,0.373484455375
38,54255.333333333336,6638.333333333333,2989,458,16284.166666666666,9974.0,0.3874950052583333,0.7363788234833334,4900478.898863916,4018580.022323409,7727012.309346645,0.3652797982166667,1.1328691112,-0.015711537308333336,-0.023044887625,0.0039055874916666673,35.451528716199995,29.282852434791664,515608.2721672809,563145.1383550249,506380.03776626074,50587.166666666664,0.9326095972416667,78.94039029226667,12476120.0217444,0.05355135125,0.6666666667,0.6666666667,183073814.92502555,182827532.40075767,0.01,274246.6478417528,251851.709929801,3218063.697481448,2966211.987551647,137114458.27714518,0.020033752550000002,0.0,0.22737443595000004,0.17139206898333334,0.000642673525,0.0,0.0,0.8886916324416667,0.0,-0.8886916324416667,1.3606996271833334,1.5473541642,0.019849583833333333,0.0,0.0,-0.17966341354396465,0.018473325055444967,0.04855238300771281,0.3874950052583333
39,56889.416666666664,6917.666666666667,3163,406,16850.25,10906.5,0.3527409850166667,0.7341794885083334,5641589.382983332,4620114.458869471,8400180.256377744,0.32926526945,1.1421868555999999,0.0012559898250000003,0.007873718691666668,0.0040564935833333335,34.86004466369167,28.592057672183333,541627.9983592645,591332.195120571,525344.7374185384,49276.583333333336,0.86602810575,80.72209296361667,14663486.834363163,0.060359415258333333,0.6666666667,0.6666666667,186471364.92294014,186201095.1670065,0.01,502276.8725729196,355589.0957515459,3578935.022734516,3223345.92698297,140336039.30837288,0.020000426566666667,0.0,0.21356022826666668,0.16228995926666667,0.0014768003333333335,0.0,0.0,0.9082071730250001,0.0,-0.9082071730250001,1.3293697282916668,1.5513547625250002,0.021587547491666668,0.0,0.0,0.008224908162717925,0.15123225697211518,0.04854975854908261,0.3527409850166667
40,59585.75,7279.0,3241,525,17475.5,11217.916666666666,0.35829988190833334,0.7439984742083334,6012971.60567001,4996316.588602468,9029568.170670845,0.33502578435833336,1.2811369486,0.009910105391666667,0.027760668574999998,0.003811829041666667,34.974682026725,29.146326364566665,568713.7550017938,609407.282516609,550073.3036770944,53240.833333333336,0.8937110086333333,79.063905041175,16918853.09226054,0.06862865563333333,0.6666666667,0.6666666667,190163341.15919533,189793699.0190048,0.01,559324.869050392,415556.2428283927,3862161.067207887,3446604.824379494,143810017.11743152,0.0199537244,0.0,0.199113823775,0.15223467095,0.0,0.0,0.0,0.9379110156833333,0.0,-0.9379110156833333,1.3451385899083332,1.600215634075,0.022040700691666668,0.0,0.0,0.1216526808365419,0.06582936074838663,0.04739604466560121,0.35829988190833334
41,62357.333333333336,7609.0,3356,581,18067.416666666668,11368.166666666666,0.37079157781666666,0.7825778009833334,6082466.540941916,5210989.4522042675,9329550.013374921,0.347970546975,1.1657642001,-0.007610666791666667,-0.005780425208333332,0.0037226959750000003,36.204995411649996,31.100956355108334,596715.0348121735,648675.648303115,581074.1369902579,56821.083333333336,0.9113157787333334,79.429207087025,19839884.129275143,0.07832374500833333,0.6666666667,0.6666666667,193955484.26608792,196481252.91564918,0.01,459056.4641294804,425327.351081387,3999398.0128087895,3574070.661727403,147381548.90896016,0.019754919691666668,0.0,0.18317947944166668,0.14124941700000002,0.0017712332499999997,0.0,0.0,0.97202923965,0.0,-0.97202923965,1.3486958166166667,1.6398862115583333,0.0176496002,0.0,0.0,-0.09005496924124856,0.011557502650831664,0.046514197326262385,0.37079157781666666
42,65305.0,7863.833333333333,3537,499,19029.583333333332,12540.166666666666,0.34077869223333335,0.8226975633583334,6483602.192321864,5898748.259577297,9480124.276876565,0.3168691111083333,1.0665585631,-0.0072875072666666665,-0.0076628730666666684,0.0038940547166666666,33.81923690995,30.814798499174998,626250.8428637943,697295.804096114,613323.8928526303,60183.333333333336,0.9212984885416667,80.44741637118334,23380153.28499651,0.08928311180833333,0.6666666667,0.6666666667,197798432.52672115,197506942.31975886,0.01,617446.3733824082,470082.9663001736,4156675.988995738,3686593.0226955647,151055513.11160588,0.019587872208333332,0.0,0.16636003746666667,0.12921407545833333,0.0017873101,0.0,0.0,0.9837965855416667,0.0,-0.9837965855416667,1.318017907375,1.6294595449000002,0.011896157708333334,0.0,0.0,-0.08509923103788053,0.06594950398491273,0.04727056962025311,0.34077869223333335
43,68318.66666666667,8163.833333333333,3699,580,20173.583333333332,13563.0,0.32818521758333336,0.811219605575,6668508.005240122,6062015.567549806,9560702.928242924,0.3038188782916667,1.0784293927,0.0011793346583333336,0.018212072358333335,0.003817321375,32.181585310241665,29.338274641191664,656672.765159135,722936.0120085647,638501.4895002511,61346.416666666664,0.8981971865666667,80.66149005626666,27467114.330474854,0.10237717145000001,0.6666666667,0.6666666667,201912296.46681726,204692977.05913454,0.01,448388.9525537611,458420.3227944019,4349855.082491371,3891434.7596969684,154959424.07002804,0.0190667176,0.0,0.1505938314416667,0.11868645733333334,0.0034516615166666673,0.0,0.0,0.9823891008083333,0.0,-0.9823891008083333,1.3087529592166667,1.628610925425,0.010610290775000001,0.0,0.0,0.011130030746269393,0.02851899413835568,0.046147563994589635,0.32818521758333336
44,71566.91666666667,8519.416666666666,3937,627,21340.0,14356.583333333334,0.32768206773333336,0.8583846859083334,6383713.193648347,6200987.879536451,9154224.654755395,0.303297479525,1.0849223401,0.0008087034333333337,0.0077687114250000015,0.0038689897000000004,30.281259101058335,29.502314394041665,689159.9652060734,750472.657362072,670256.1241604163,66086.33333333333,0.9239817105083334,79.71318286345833,31430665.99667743,0.11437193348333334,0.6666666667,0.6666666667,206052613.29144877,210123288.82632124,0.01,327385.5796436869,394779.9953907152,4346569.206173752,3951789.2107830374,158917800.06832865,0.018217045425,0.0,0.1355574542,0.10824452103333333,0.0,0.0,0.0,0.9938549499166668,0.0,-0.9938549499166668,1.3379056701416667,1.6907574942166665,0.008863299183333334,0.0,0.0,0.006020744096879804,-0.04270742591415999,0.04754557075665011,0.32768206773333336
45,74932.83333333333,8964.416666666666,4005,619,22757.916666666668,15677.166666666666,0.3109176455666667,0.878104803475,6886879.8549091695,6564354.392811415,9639672.21469034,0.28592502130833336,1.032722253,-0.0035674940083333336,-0.012400429400000001,0.00378038195,30.730408933908333,29.423659440141666,722990.1195504401,806420.1064933944,710216.4824593936,69370.08333333333,0.9257395457,81.105647324375,35327863.51522052,0.12622949045833334,0.6666666667,0.6666666667,210686308.09586525,210360811.06234598,0.01,368541.0237489329,406450.0848182417,4813764.504691008,4407314.419872765,163311026.6829175,0.020056055458333333,0.0,0.121471127975,0.09837897906666666,0.0,0.0,0.0,0.9948959985666668,0.0,-0.9948959985666668,1.2792581407666666,1.6141133486,0.007700243475,0.0,0.0,-0.04811412316865804,0.0788203739731701,0.04703174069023963,0.3109176455666667
46,78479.33333333333,9449.5,4390,632,24261.25,16903.5,0.303283757475,0.8494185996166667,7622601.693237754,7141215.767246775,10555942.778141115,0.2780142564583334,1.0154013297,-0.0012771321333333334,0.008986699525,0.004005004808333334,30.015401526158332,28.151746648175003,758145.0896718517,839670.0125351066,738099.893041823,70617.91666666667,0.9001335484166667,81.53505933718334,39580553.25924799,0.13715132291666668,0.6666666667,0.6666666667,215665686.46848384,215515679.41434225,0.01,411829.2511453329,496983.7380419922,5258738.672034632,4761754.93399264,168068291.67741314,0.020466589858333335,0.0,0.10843609600833333,0.08872297880833334,0.0,0.0,0.0,0.9966966492833333,0.0,-0.9966966492833333,1.26041894945,1.5745102639083335,0.007271644166666667,0.0,0.0,-0.016772102324399185,0.10682948647697699,0.04732905246253871,0.303283757475
47,82454.41666666667,10018.083333333334,4813,726,25861.0,17785.083333333332,0.31278414698333334,0.8846243267666667,7211927.745239969,7192164.782259318,10108242.13191765,0.28785921965833333,1.0846350227000001,0.005946844675,0.026330099633333336,0.004148393491666667,27.663677817608335,27.798712587958335,796684.827222195,868838.6620044581,777251.0050749779,76648.58333333333,0.9298116551833333,80.50956261438334,44518758.930051506,0.14855730693333333,0.6666666667,0.6666666667,220455295.28972545,235485018.75239408,0.01,289637.9032363157,436988.3033068815,5012147.798244574,4575159.494937693,172676543.5638714,0.018747134575,0.0,0.096434380775,0.079581546625,0.0,0.0,0.0,0.9993464052333333,0.0,-0.9993464052333333,1.2425114909166666,1.5338176321833334,0.007051588425000001,0.0,0.0,0.06818357527703389,-0.05387582409849723,0.050651339206075674,0.31278414698333334
48,86718.41666666667,10673.5,5036,624,27555.5,19527.916666666668,0.2911164266083333,0.9531824968750001,7414625.237836223,7469371.75316924,10079437.812131261,0.2654056234,0.9603263691,-0.009672546208333334,-0.019735260975000002,0.0042585829250000005,28.165427557041667,28.590419795166667,837711.1648857383,941520.1322786787,828180.8582650102,81692.83333333333,0.9417923145583335,82.08272784300833,49447999.20064849,0.16093578483333335,0.6666666667,0.6666666667,225910115.31927824,225545771.58071157,0.01,261082.69283968507,366752.1849214436,5678063.942378342,5311311.757456899,177968233.45440075,0.021569907891666667,0.0,0.08550099748333334,0.07133928268333334,0.0,0.0,0.0,0.9993489583333334,0.0,-0.9993489583333334,1.1645283151999999,1.4167764977333333,0.006860811683333333,0.0,0.0,-0.11460874026597123,0.028105868466311135,0.051713421456097475,0.2911164266083333
49,91109.0,11310.0,5336,795,29489.5,21615.916666666668,0.2676038963083333,0.9087715954916668,8663913.580610303,8296651.346527866,11395287.51473404,0.24104030705833335,0.9342216099,-0.0017837572666666666,0.005343861091666666,0.004167390375,28.008828227166664,26.917978212483334,880056.9784945614,995442.725640432,855505.727341437,84293.41666666667,0.9250784454250001,80.32168652616666,55403132.863928676,0.1733889280166667,0.6666666667,0.6666666667,231968126.7447328,231449777.7353081,0.01,371860.4039300641,517568.830605825,6368622.945256219,5851054.114650395,183802031.99573186,0.022356559558333336,0.0,0.07568339566666667,0.06439827549166667,0.0,0.0,0.0,1.0,0.0,-1.0,1.09049810655,1.2973465429416666,0.006572153008333334,0.0,0.0,-0.0271832160814921,0.16848974866579414,0.05063034476528916,0.2676038963083333
50,95903.66666666667,12017.0,5693,874,31356.666666666668,22107.083333333332,0.295980289975,0.9195066752250001,8055318.893124405,8371618.9206553735,10983048.570766205,0.2704458963333333,1.0369722414,0.008895529383333335,0.02460864004166667,0.004206272533333334,25.595960724508334,26.83496377928333,925825.2572039741,1021751.7713753327,907094.1840469291,91233.75,0.9513310664583333,80.57503546054166,61731999.118771255,0.18597789729166667,0.6666666667,0.6666666667,237484749.00786033,240773193.79008582,0.01,400828.57806536637,446960.4684500243,5794854.264840098,5347893.796390074,189184900.06305707,0.0198528785,0.0,0.06683037311666666,0.057612765833333336,0.0,0.0,0.0,1.0,0.0,-1.0,1.1125200023666666,1.3034071337000002,0.006420135058333334,0.0,0.0,0.10998528658633622,-0.07024477816213714,0.05262560961778395,0.295980289975
