year,population,fertile_women,births,deaths,labor_force,employment_count,unemployment_rate,family_income_to_basket_ratio,gdp_nominal,real_gdp_nominal,potential_gdp_nominal,output_gap_share,cpi,inflation_rate,gdp_growth,population_growth,average_wage,real_average_wage,essential_demand_units,essential_production_units,essential_sales_units,people_full_essential_coverage,full_essential_coverage_share,average_food_meals_per_person,bank_equity,bank_capital_ratio,bank_insolvent_share,bank_undercapitalized_share,central_bank_money_supply,central_bank_target_money_supply,central_bank_policy_rate,central_bank_issuance,government_tax_revenue,government_total_spending,government_deficit,government_debt_outstanding,household_final_consumption_share_gdp,government_final_consumption_share_gdp,gross_capital_formation_share_gdp,net_exports_share_gdp,gdp_expenditure_gap_share_gdp,government_deficit_share_gdp,school_enrollment_share,university_enrollment_share,school_completion_share,university_completion_share,low_resource_school_enrollment_share,low_resource_university_enrollment_share,low_resource_university_student_share,low_resource_origin_upward_mobility_share,low_resource_origin_university_completion_share,poor_origin_university_mobility_lift,school_income_premium,university_income_premium,poverty_rate_without_university,poverty_rate_with_university,skilled_job_fill_rate,inflation_yoy,gdp_growth_yoy,population_growth_yoy,avg_unemployment_rate
1,124.5,29.666666666666668,11,3,89.16666666666667,69.83333333333333,0.21760310915,0.7645772608333333,7326.045475955,5922.4195897562,8801.6051453074,0.1764243254,1.5452661003000001,0.07012315063999999,-0.07435906060000001,0.00970703978,15.19419910765,11.878774254616667,687.7671848873,877.036921573,618.3054279494,83.5,0.6768239809166667,89.82056538478334,2011.0395687891,0.21150647095,0.38888888886666667,0.6666666667,6968.5914318251,6420.0280299955,0.07168843626666667,908.8528375763,355.6464590484,145.2079372753,0,6113.5565914646,0.8540894987666667,0.0038765291500000004,0.2303793799666667,0.0,-0.08834540785000002,0.0,0.22573099415,0.0,0.5141290082000001,0.04240548755,0.023809523816666667,0.0,0.0,0.3333333333333333,0.0,-0.3333333333333333,1.1859888306500002,1.1041114077,0.09013069745,0.0,0.20770282031666665,,,,0.21760310915
