year,population,fertile_women,births,deaths,labor_force,employment_count,unemployment_rate,family_income_to_basket_ratio,gdp_nominal,real_gdp_nominal,potential_gdp_nominal,output_gap_share,cpi,inflation_rate,gdp_growth,population_growth,average_wage,real_average_wage,essential_demand_units,essential_production_units,essential_sales_units,people_full_essential_coverage,full_essential_coverage_share,average_food_meals_per_person,bank_equity,bank_capital_ratio,bank_insolvent_share,bank_undercapitalized_share,central_bank_money_supply,central_bank_target_money_supply,central_bank_policy_rate,central_bank_issuance,government_tax_revenue,government_total_spending,government_deficit,government_debt_outstanding,household_final_consumption_share_gdp,government_final_consumption_share_gdp,gross_capital_formation_share_gdp,net_exports_share_gdp,gdp_expenditure_gap_share_gdp,government_deficit_share_gdp,school_enrollment_share,university_enrollment_share,school_completion_share,university_completion_share,low_resource_school_enrollment_share,low_resource_university_enrollment_share,low_resource_university_student_share,low_resource_origin_upward_mobility_share,low_resource_origin_university_completion_share,poor_origin_university_mobility_lift,school_income_premium,university_income_premium,poverty_rate_without_university,poverty_rate_with_university,skilled_job_fill_rate,inflation_yoy,gdp_growth_yoy,population_growth_yoy,avg_unemployment_rate
1,119.66666666666667,28.833333333333332,5,4,88.66666666666667,74.33333333333333,0.16174625391666667,0.8659539556666668,8520.5050789814,8423.6313734305,9665.5135367969,0.12224738631666666,1.2844112893,0.06204254292,-0.06881848936,0.00336158192,11.432276112583333,11.15173891335,673.8651685987,1002.511600838,655.7210838002,112.33333333333333,0.9390346162833333,94.18819869561666,3221.5846699478,0.21389356601666668,0.33333333330000003,0.33333333330000003,8462.1906724723,8367.8621231681,0.04351762666666666,846.2432966922,921.8178721789,406.0276827157,0,7470.6057334365,0.8404805479666667,0.006006237166666667,0.19070091160000002,0.0,-0.03718769676666666,0.0,0.20000000000000004,0.05555555555,0.8755000060000001,0.26692073353333334,0.0,0.0,0.0,0.0,0.0,0.0,1.01473537635,1.0104792074,0.06032557953333334,0.02,0.19175735111666667,,,,0.16174625391666667
