period,year,period_in_year,population,fertile_women,births,deaths,labor_force,employment_count,unemployment_rate,family_income_to_basket_ratio,gdp_nominal,real_gdp_nominal,potential_gdp_nominal,output_gap_share,cpi,inflation_rate,gdp_growth,population_growth,average_wage,real_average_wage,essential_demand_units,essential_production_units,essential_sales_units,people_full_essential_coverage,full_essential_coverage_share,average_food_meals_per_person,bank_equity,bank_capital_ratio,bank_insolvent_share,bank_undercapitalized_share,central_bank_money_supply,central_bank_target_money_supply,central_bank_policy_rate,central_bank_issuance,government_tax_revenue,government_total_spending,government_deficit,government_debt_outstanding,school_enrollment_share,university_enrollment_share,school_completion_share,university_completion_share,low_resource_school_enrollment_share,low_resource_university_enrollment_share,low_resource_university_student_share,low_resource_origin_upward_mobility_share,low_resource_origin_university_completion_share,poor_origin_university_mobility_lift,school_income_premium,university_income_premium,poverty_rate_without_university,poverty_rate_with_university,skilled_job_fill_rate
12,1,12,851,216,5,6,572,376,0.34265734270000003,0.5869364306,10259.2354456212,4798.7406968259,15060.8850565797,0.3188158991,2.1379016066,0.1445063684,0.0691935001,-0.0011737089,28.4247850531,13.2956469862,781.3181639444,417.5663805918,399.3300552959,409,0.4806110458,45.1764478624,13677.2954822225,0.1323644393,0.0,0.33333333330000003,88280.3070241234,76234.9268362269,0.016498145000000002,0.0,475.7057390464,9358.7541734347,8883.0484343883,73403.7807603666,0.2380952381,0.33333333330000003,0.9475409836,0.3409836066,0.0,0,0,0,0,0,1.0178764148,0.9864401775,0.0,0.0,0.7463414634000001
13,2,1,859,216,13,5,573,349,0.3909249564,0.5154473094,10221.047881332,4004.6106326855,16193.9178244789,0.3688341517,2.5523200178,0.1938435379,-0.0037222622,0.0094007051,32.8920679349,12.8871253234,778.7895245943,386.2948242904,362.5868409987,353,0.4109429569,38.4616540024,14595.6507620945,0.1185895902,0.33333333330000003,0.33333333330000003,106983.1737445235,88280.3070241234,0.01,0.0,301.6473534197,12158.6752727018,11857.027919282,87680.6750704921,0.25,0.6428571429000001,0.9473684211000001,0.3421052632,0.0,0,0,0,0,0,1.2291989135999999,1.0765675038,0.0,0.0,0.6884422111
14,2,2,859,210,11,11,564,330,0.41489361700000005,0.5069807107000001,11501.2740198901,3820.9110294119,18968.7375698951,0.393672142,3.0100868435,0.1793532247,0.1252539029,0.0,41.4082867016,13.7565089827,781.7905405123,357.6298615074,343.0430776977,336,0.39115250290000003,36.5805504899,16522.1874678375,0.1214199046,0.6666666667000001,0.6666666667000001,117573.0457173199,106983.1737445235,0.01,0.0,429.6146359099,15666.9538136084,15237.3391776986,97898.2579061021,0.2661290323,0.7142857143,0.9466666667,0.33833333330000004,0.0,0,0,0,0,0,1.0796080833,1.0484411535,0.0025188917,0.0,0.6551724138
15,2,3,857,208,9,11,538,250,0.5353159851,0.480682643,12158.6624604542,3464.7306009421,25249.6511583759,0.5184621608000001,3.5092663358,0.1658355782,0.05715788,-0.0023282887,61.2954736931,17.4667488381,777.6401498309,315.5633911428,307.0463396213,292,0.34072345390000003,36.1151541052,16263.4031822102,0.1112504108,0.6666666667000001,0.6666666667000001,125950.7766571805,117573.0457173199,0.01,0.0,511.9927947995,13503.0142215104,12991.0214267109,105841.433220803,0.2892561983,0.7692307692,0.9460370995,0.3406408094,0.1428571429,0,0,0,0,0,1.1376044179,1.1205416273,0.0230179028,0.004950495,0.3796296296
16,2,4,851,207,4,10,559,259,0.5366726297000001,0.3977500769,12107.8465728985,3038.8135710275,25217.7460079208,0.51986801,3.9843992696,0.1353938084,-0.0041793978,-0.0070011669,56.172398047,14.098084616,773.0413798721,314.3509492165,302.4371346455,304,0.357226792,33.9002331385,19967.7651686897,0.1266687443,0.6666666667000001,0.6666666667000001,133866.5091407725,125950.7766571805,0.01,0.0,296.5096461292,9412.7434238218,9116.2337776926,113265.2454150834,0.1623931624,0.2307692308,0.9437819421,0.33560477,0.0666666667,0,0,0,0,0,1.3971119134,1.2091552935,0.041025641,0.0101522843,0.2830188679
17,2,5,855,201,14,10,547,243,0.5557586837,0.4092144929,13941.9143948917,3137.9471269599,30285.2231395701,0.5396463044,4.4430048789,0.1151003146,0.1514776233,0.0047003525,69.4882080137,15.6399126058,766.292453916,305.5731627283,298.9069566893,273,0.31929824560000003,32.5722708709,22565.1510106112,0.1349872943,0.6666666667000001,0.6666666667000001,140715.6305143913,133866.5091407725,0.01,0.0,384.0637728994,7116.7393508556,6732.6755779562,120085.4751198098,0.09482758620000001,0.6923076923,0.9413793103,0.3327586207,0.0,0,0,0,0,0,1.14261295,1.0822615875,0.0697674419,0.0259067358,0.1619047619
18,2,6,843,196,5,17,534,224,0.5805243446,0.39697972940000004,15365.4236897035,3187.6520935873,35348.0200068799,0.5653102016,4.8202950757,0.0849177993,0.10210285720000001,-0.0140350877,79.5714011935,16.5075788814,764.7171321092,265.8283268099,269.9761131778,246,0.2918149466,28.8474907763,24083.4374015806,0.1371045677,0.6666666667000001,0.6666666667000001,147216.2016415229,140715.6305143913,0.01,0.0,774.9657271749,6275.9859111604,5501.0201839855,125977.3972580708,0.0877192982,0.3846153846,0.9401408451000001,0.32922535210000003,0.0,0,0,0,0,0,1.0605602434,1.1681941466,0.0761154856,0.0320855615,0.09259259260000001
19,2,7,842,196,9,10,527,244,0.5370018975,0.4402568288,15863.8224354347,3145.5793417207,33064.0418797232,0.5202092202,5.0432116669,0.046245424300000004,0.0324363816,-0.0011862396,83.5095168828,16.5587967347,752.2920637981,259.4601997937,254.3207742072,248,0.2945368171,30.7538984461,23713.9339908603,0.12847954620000002,0.6666666667000001,0.6666666667000001,154197.9323461538,147216.2016415229,0.01,0.0,399.8505111787,6853.016012799,6453.1655016202,132055.4475436949,0.08108108110000001,0.4615384615,0.9413854352000001,0.33214920070000004,0.0,0,0,1,0,-1,1.0199623969,1.14019667,0.09840425530000001,0.06417112300000001,0.06299212600000001
20,2,8,844,196,7,5,467,163,0.6509635974,0.42985199630000004,15515.8192388996,2839.6594602037,42897.4326325539,0.638304246,5.4639718094,0.0834309901,-0.0219369069,0.0023752969,132.050095861,24.1674189522,749.0177841079,244.5483515502,231.4163929295,210,0.2488151659,25.2294731561,20935.7654132576,0.11035254010000001,0.6666666667000001,0.6666666667000001,160314.8183239307,154197.9323461537,0.01,0.0,211.3562867946,6361.7858571691,6150.4295703745,138017.3828896853,0.0909090909,0.5833333333,0.9392857143000001,0.3321428571,0.0,0,0,1,0,-1,1.0574709477,1.1696231331,0.1042780749,0.0752688172,0.0757575758
21,2,9,836,190,4,12,513,211,0.5886939571,0.3978215787,15113.149490361,2528.6241157633,35458.2421301222,0.5737761214,5.9768272382,0.0938612875,-0.0259522067,-0.009478673,102.3797695637,17.129451042,748.9404712547,200.6317542197,198.6755472598,147,0.1758373206,26.9289533036,20624.7112304396,0.09483857450000001,0.6666666667000001,0.6666666667000001,187318.9338938583,160314.8183239306,0.01,0.0,108.4360635163,12352.4182206776,12243.9821571612,150158.4448235683,0.046296296300000005,0.5,0.9367088608,0.3309222423,0.0,0,0,1,0,-1,0.8947546953000001,1.1350672711,0.12162162160000001,0.1038251366,0.0969162996
22,2,10,825,185,5,16,496,191,0.6149193548,0.3732376291,15155.1068645677,2206.5984492641,37978.2217259513,0.6009526993000001,6.868085523,0.1491189638,0.0027762164,-0.0131578947,121.4539345692,17.6838122009,740.8834223378,174.4292580581,168.5914727492,119,0.1442424242,25.2521272697,18423.115203465,0.0803640315,0.6666666667000001,0.6666666667000001,200074.749492231,187714.56308373,0.01,395.6291898717,240.156777041,12605.2541700912,12365.0973930502,162655.2629301432,0.12962962960000002,0.6666666667000001,0.9375,0.3308823529,0.0,0,0,1,0,-1,0.8517389564000001,1.1535382506,0.13736263740000001,0.1277777778,0.21875000000000003
23,2,11,827,182,8,6,506,207,0.5909090909,0.380909457,15152.5728830264,2099.3480769231,35743.2358118501,0.5760715968,7.2177515723,0.050911720300000005,-0.0001672031,0.0024242424,121.0784083615,16.775086694,730.6133512934,149.8710301072,144.8960295379,104,0.1257557437,22.687832338,17906.6859576663,0.07010324300000001,0.6666666667000001,0.6666666667000001,225965.9122641945,200074.7494922311,0.01,0.0,66.411608912,14649.7942920469,14583.382683135,177064.900445149,0.1153846154,0.6666666667000001,0.9337016575,0.3296500921,0.025641025600000002,0,0,1,0,-1,0.7997340972,1.1538640656,0.1208791209,0.1061452514,0.1923076923
24,2,12,819,180,6,14,455,157,0.6549450549,0.3948480307,15385.7369581476,2037.1641633089,43028.6143624119,0.6424301088000001,7.5525268092,0.0463822055,0.0153877547,-0.0096735187,174.0033707288,23.0390934219,730.0998133956,138.4958512467,132.3324251681,117,0.1428571429,18.0608076966,8345.1686450534,0.030504366,0.6666666667000001,0.6666666667000001,250949.9159574855,225965.9122641945,0.01,0.0,134.064927361,14265.6521900414,14131.5872626804,191264.1410262783,0.18627450980000002,0.33333333330000003,0.9288389513,0.33333333330000003,0.0285714286,0,0,1,0,-1,0.9215396712,1.1576386432,0.1235955056,0.0786516854,0.25
