period,year,period_in_year,population,fertile_women,births,deaths,labor_force,employment_count,unemployment_rate,family_income_to_basket_ratio,gdp_nominal,real_gdp_nominal,potential_gdp_nominal,output_gap_share,cpi,inflation_rate,gdp_growth,population_growth,average_wage,real_average_wage,essential_demand_units,essential_production_units,essential_sales_units,people_full_essential_coverage,full_essential_coverage_share,average_food_meals_per_person,bank_equity,bank_capital_ratio,bank_insolvent_share,bank_undercapitalized_share,central_bank_money_supply,central_bank_target_money_supply,central_bank_policy_rate,central_bank_issuance,government_tax_revenue,government_total_spending,government_deficit,government_debt_outstanding,school_enrollment_share,university_enrollment_share,school_completion_share,university_completion_share,low_resource_school_enrollment_share,low_resource_university_enrollment_share,low_resource_university_student_share,low_resource_origin_upward_mobility_share,low_resource_origin_university_completion_share,poor_origin_university_mobility_lift,school_income_premium,university_income_premium,poverty_rate_without_university,poverty_rate_with_university,skilled_job_fill_rate
11,1,11,886,219,8,3,586,421,0.2815699659,0.6474373279,9399.8978834488,6551.2095067643,12495.1659204619,0.2477172417,1.4348339606,0.1342936397,-0.0218274793,0.0056753689,17.5754878284,12.24914402,799.0999229011,537.8506813361,502.3267244708,266,0.3002257336,62.4334954924,19589.1846705517,0.2440660484,0.0,0.6666666667000001,60259.7485772774,57793.602880239,0.0547480741,0.0,649.3186751281,1183.5167954635,534.1981203355,43326.1413409857,0.3125,0.11764705880000001,0.8766233766,0.29220779220000004,0.0149253731,0,0,0.0,0,0.0,1.0419492139,1.0153691091,0.15366972480000002,0.1555555556,0.7880184332
12,1,12,885,219,5,6,584,376,0.3561643836,0.5550773175,9555.0027616207,5659.7619386202,14172.9152665188,0.3258265796,1.6882340397000002,0.17660585550000002,0.0165006982,-0.0011286682,20.455436001,12.1164693517,801.2945981086,482.4190507995,463.5272123558,247,0.27909604520000003,57.5202012145,20280.3618334986,0.23543547950000002,0.0,0.33333333330000003,65292.5142506389,60348.8039977813,0.0296314011,89.0554205039,619.4045887782,1682.8036938095,1063.3991050313,44190.9466486646,0.253968254,0.0625,0.8760195759,0.2920065253,0.0285714286,0,0,0.0,0,0.0,0.9737318442,0.9891083476,0.1728110599,0.16759776540000001,0.75
13,2,1,886,218,4,3,577,339,0.4124783362,0.5258927466000001,9459.9391897718,4962.0050773196,15376.8660514334,0.38479406930000004,1.9064751129,0.1292718118,-0.0099490889,0.0011299435,25.0003911977,13.1134107281,799.0399629598,434.3563490158,416.7695769209,218,0.2460496614,50.4740756678,21625.8539646363,0.23166927710000002,0.33333333330000003,0.33333333330000003,71213.5909979466,65292.5142506389,0.035195545200000004,0.0,456.7762662824,2258.8030475218,1802.0267812393,46215.704542167,0.24603174600000002,0.1333333333,0.8770491803,0.2950819672,0.08536585370000001,0,0,0.0,0,0.0,0.9404632406000001,1.0289572986,0.2209302326,0.1944444444,0.7870967742
14,2,2,890,216,6,2,581,307,0.47160068850000003,0.4687152987,9719.4079442473,4361.285289922,17566.3260420369,0.4467022916,2.228565044,0.16894525870000002,0.027428163000000002,0.0045146727,29.2885993037,13.1423578512,798.9107386202,387.421079362,382.9463821793,251,0.2820224719,37.4497022292,22243.04941315,0.22046431830000002,0.33333333330000003,0.33333333330000003,78134.182295763,71213.5909979466,0.01,0.0,444.9764142369,2845.6970039065,2400.7205896696,48941.8869613605,0.140625,0.1333333333,0.8768472906,0.2955665025,0.0421052632,0,0,0.0,0,0.0,1.0781245001,1.0626096359,0.25874125870000003,0.24444444440000002,0.7518796992
15,2,3,888,214,3,5,584,304,0.4794520548,0.4347883115,9728.0844095056,3849.2690324841,17847.1948581232,0.4549236176,2.5272550002000003,0.1340279284,0.0008926948,-0.002247191,31.7256530221,12.5534039974,801.2401129998,357.8226794892,349.3340581732,218,0.24549549550000002,30.0832211742,23580.2879373814,0.2110031377,0.33333333330000003,0.33333333330000003,87366.5407986726,78134.182295763,0.01,0.0,313.3231533054,3763.6211116529,3450.2979583476,52751.8581185187,0.126984127,0.1333333333,0.8778877888000001,0.295379538,0.0,0,0,0.0,0,0.0,1.0319466429,0.9844747216,0.2716627635,0.2681564246,0.6830985915000001
16,2,4,885,214,5,8,571,265,0.5359019264,0.46116045590000004,11925.5307282398,4251.8268242107,24539.8171085388,0.5140334308,2.8048016115000003,0.1098213719,0.2258868474,-0.0033783784,43.8821981891,15.6453839764,798.4447106055,354.9380817019,360.6934301916,254,0.28700564970000003,34.6033526878,23138.3254756482,0.18374136800000002,0.0,0.33333333330000003,101635.4984207258,89678.875560956,0.01,2312.3347622834,543.9357275119,4295.116440968,3751.180713456,57034.8988834965,0.1300813008,0.1333333333,0.8772802653,0.2951907131,0.0,0,0,0.0,0,0.0,1.1449271422,1.0555477817,0.2870588235,0.2752808989,0.49450549450000003
17,2,5,882,208,4,7,577,282,0.5112651646,0.4214669512,12718.3550241042,4091.4388981008,24851.9814209476,0.4882357745,3.1085286475,0.1082882421,0.0664812589,-0.0033898305,42.0701732997,13.533789799200001,794.8345852883,374.3634634186,375.8184033847,241,0.2732426304,35.5814500753,24198.2173621434,0.17114859540000002,0.0,0.33333333330000003,116281.0083756201,101635.4984207258,0.01,0.0,527.2197384214,5147.0268563426,4619.8071179212,61837.2095057247,0.0080645161,0.1428571429,0.8766666667,0.295,0.0,0,0,0.0,0,0.0,1.1491576848,1.073440984,0.3073286052,0.2994350282,0.4634146341
18,2,6,878,206,7,11,573,293,0.4886561955,0.4773904251,14510.5118172745,4520.4129817764,27100.237966177,0.4645614612,3.2099969352,0.0326419021,0.1409110526,-0.0045351474,47.8388656634,14.9030876444,792.0250162002,386.7087741441,389.2418999404,282,0.3211845103,40.1251794247,26578.7914536573,0.16807459100000002,0.0,0.33333333330000003,130854.1628061021,116281.0083756201,0.01,0.0,575.1845943791,5435.8592580188,4860.6746636398,66891.2153777625,0.033613445400000004,0.1666666667,0.8741610738000001,0.2969798658,0.0,0,0,1.0,0,-1.0,1.069296502,1.0555994207,0.3365155131,0.2937853107,0.4096385542
19,2,7,880,206,8,6,570,303,0.4684210526,0.4782464046,15282.894755387,4412.7731269961,27456.2500333166,0.44337283,3.4633311787,0.07892040040000001,0.0532292002,0.0022779043,50.0021831761,14.4375979644,786.8947403506,391.4242082522,386.5734065024,230,0.2613636364,33.539127286,27535.761524369,0.15874784890000002,0.0,0.33333333330000003,145411.4375647964,130854.1628061021,0.01,0.0,482.26637161,5580.0273244184,5097.7609528084,72027.8756709117,0.0423728814,0.2727272727,0.8733108108000001,0.29898648650000004,0.0,0,0,1.0,0,-1.0,0.977710402,1.0708678229,0.3253012048,0.2824858757,0.4166666667
20,2,8,883,206,9,6,567,318,0.4391534392,0.5273387304,15715.7092788873,4373.4421893726,26760.4428895543,0.4127261143,3.5934416412,0.0375680106,0.028320192600000002,0.0034090909,54.8742163492,15.2706574442,786.4837617655,402.2020331368,380.1043449611,252,0.2853907135,35.8929732312,27814.9723411166,0.15156128160000001,0.0,0.33333333330000003,155363.2580193805,145411.4375647964,0.01,0.0,181.5092311459,5622.9990954049,5441.489864259,77401.6111499234,0.0427350427,0.30000000000000004,0.8726655348000001,0.3022071307,0.0,0,0,0.5,0,-0.5,0.983199247,1.0921413529,0.3138686131,0.2696629213,0.41772151900000004
21,2,9,883,204,10,10,563,306,0.4564831261,0.5061234702,18175.2138793645,4749.5148243385,31935.2168968907,0.4308723834,3.8267516897,0.0649266279,0.1564997517,0.0,58.640611443,15.3238611224,786.4326737746,389.2823164533,394.7727646202,269,0.3046432616,40.4672684698,33623.3209971029,0.161222781,0.33333333330000003,0.33333333330000003,174720.7564647934,193881.8469801036,0.01,32193.6088917334,648.6812869421,6038.7942147941,5390.112927852,83335.6827116839,0.0357142857,0.4285714286,0.8735042735,0.305982906,0.0,0,0,1.0,0,-1.0,0.9707460341,1.1099957277,0.3226600985,0.3072625698,0.5652173913
22,2,10,888,203,11,6,561,316,0.4367201426,0.5387770929,20228.2446656679,5133.0321720505,34295.5165216927,0.4101781598,3.9407983406,0.029802469600000003,0.1129577236,0.0056625142000000005,62.2933410259,15.8072897019,783.5992124178,401.9889184449,408.2463836469,265,0.2984234234,40.8296801772,33911.5184362059,0.1540957155,0.0,0.33333333330000003,185774.847017696,174720.7564647934,0.01,0.0,777.5432821936,6154.8858136612,5377.3425314676,88888.0200602722,0.036036036,0.4285714286,0.8732876712000001,0.3065068493,0.0,0,0,1.0,0,-1.0,1.0018703213,1.1514935618,0.3481481481,0.2960893855,0.5128205128000001
23,2,11,891,201,10,7,555,326,0.41261261260000004,0.5944244604000001,22167.0033848315,5508.0983488632,36040.0796596481,0.3849346729,4.0244385595,0.0212241814,0.0958441403,0.0033783784,68.8006614645,17.0957166936,785.5970354436,443.9113273846,437.7693716269,341,0.38271604940000004,46.4616383517,34489.8217467412,0.15125762,0.0,0.33333333330000003,193284.7546912741,185774.847017696,0.01,0.0,652.9014704194,5859.9628202205,5207.0613498011,93819.647908501,0.06481481480000001,0.6000000000000001,0.8694158076,0.3058419244,0.0,0,0,0.5,0,-0.5,1.0114576655,1.0726376318,0.3193069307,0.2640449438,0.3571428571
24,2,12,892,202,5,4,563,344,0.3889875666,0.6286847255,22788.9608529335,5668.2830124591,35618.6820842805,0.36019640480000004,4.0204345483,-0.0009949242,0.0280578054,0.0011223345,68.4445715522,17.0241725688,785.8965692813,443.9476297985,428.8236504989,295,0.3307174888,40.7835687782,35443.9706356162,0.1482786688,0.0,0.33333333330000003,203083.2154397679,193284.7546912741,0.01,0.0,544.0693677582,5995.0468443882,5450.97747663,99335.3712101921,0.0571428571,0.6000000000000001,0.8679245283,0.3053173242,0.0,0,0,0.6666666667000001,0,-0.6666666667000001,0.9968675394000001,1.0170302255,0.30864197530000004,0.2752808989,0.3529411765
