year,population,fertile_women,births,deaths,labor_force,employment_count,unemployment_rate,family_income_to_basket_ratio,gdp_nominal,real_gdp_nominal,potential_gdp_nominal,output_gap_share,cpi,inflation_rate,gdp_growth,population_growth,average_wage,real_average_wage,essential_demand_units,essential_production_units,essential_sales_units,people_full_essential_coverage,full_essential_coverage_share,average_food_meals_per_person,bank_equity,bank_capital_ratio,bank_insolvent_share,bank_undercapitalized_share,central_bank_money_supply,central_bank_target_money_supply,central_bank_policy_rate,central_bank_issuance,government_tax_revenue,government_total_spending,government_deficit,government_debt_outstanding,school_enrollment_share,university_enrollment_share,school_completion_share,university_completion_share,low_resource_school_enrollment_share,low_resource_university_enrollment_share,low_resource_university_student_share,low_resource_origin_upward_mobility_share,low_resource_origin_university_completion_share,poor_origin_university_mobility_lift,school_income_premium,university_income_premium,poverty_rate_without_university,poverty_rate_with_university,skilled_job_fill_rate,inflation_yoy,gdp_growth_yoy,population_growth_yoy,avg_unemployment_rate
1,834.8333333333334,219.25,73,22,584.8333333333334,465.0833333333333,0.20516398183333337,0.8699671631500001,98123.3382424439,87427.8681927218,121189.9204059608,0.17633573245833334,2.1379016066,0.08167564428181819,0.014626018336363638,0.004732531945454545,14.635090101608334,12.299870444816667,9257.8081508517,9479.1376150941,7623.7179208548005,565.0,0.6803425228333334,79.5105019928,13677.2954822225,0.1408357381,0.24999999997500003,0.388888888875,88280.3070241234,76234.9268362269,0.034596098775,6148.3788631087,10305.9826183751,40369.7137959222,30063.7311775472,73403.7807603666,0.1770153397166667,0.218767207025,0.9501329179416667,0.33300209802499997,0.0,0.0,0.0,0.0,0.0,0.0,1.0770127731333334,1.0020495341583333,0.0022142803833333333,0.0008110348083333334,0.5340652211583333,,,,0.20516398183333337
2,843.0833333333334,197.25,95,127,523.25,235.66666666666666,0.5542935974250001,0.42699837357500003,167482.376889607,35511.638661798,379433.0842497333,0.53812808025,7.5525268092,0.11203290454999999,0.03588621995,-0.0031633560333333335,89.60857762923332,17.142468191091666,9094.1180870223,3112.6769606709,3014.229104682,229.08333333333334,0.27026695935833334,29.615870466108333,8345.1686450534,0.10538856776666666,0.6388888889166667,0.6388888889166667,250949.9159574855,225965.9122641945,0.01,395.6291898717,3859.0701051362003,131222.0327364836,127362.9626313473,191264.1410262783,0.149991708375,0.5538003663000001,0.9402329086583334,0.33397901892500004,0.021978021983333335,0.0,0.0,0.5,0.0,-0.5,1.0493247738583333,1.1345907788166667,0.07654888155833334,0.052411239,0.2631236808833333,2.5326821336792573,0.7068556766361764,0.009882212018367031,0.5542935974250001
