period,year,period_in_year,population,fertile_women,births,deaths,labor_force,employment_count,unemployment_rate,family_income_to_basket_ratio,gdp_nominal,real_gdp_nominal,potential_gdp_nominal,output_gap_share,cpi,inflation_rate,gdp_growth,population_growth,average_wage,median_wage,median_wage.1,real_average_wage,essential_demand_units,essential_production_units,essential_sales_units,people_full_essential_coverage,full_essential_coverage_share,average_food_meals_per_person,bank_equity,bank_writeoffs,bank_nonperforming_loan_share,bank_capital_ratio,bank_insolvent_share,bank_undercapitalized_share,central_bank_money_supply,central_bank_target_money_supply,central_bank_policy_rate,central_bank_issuance,central_bank_monetary_gap_share,average_bank_reserve_ratio,government_tax_revenue,government_total_spending,government_deficit,government_debt_outstanding,recession_flag,recession_intensity,government_countercyclical_spending,government_countercyclical_support_multiplier,government_countercyclical_procurement_multiplier,household_final_consumption_share_gdp,government_final_consumption_share_gdp,gross_capital_formation_share_gdp,net_exports_share_gdp,gdp_expenditure_gap_share_gdp,government_deficit_share_gdp,school_enrollment_share,university_enrollment_share,school_completion_share,university_completion_share,low_resource_school_enrollment_share,low_resource_university_enrollment_share,low_resource_university_student_share,low_resource_origin_upward_mobility_share,low_resource_origin_university_completion_share,poor_origin_university_mobility_lift,school_income_premium,university_income_premium,poverty_rate_without_university,poverty_rate_with_university,skilled_job_fill_rate
117,10,9,5368,943,20,36,3049,2615,0.1423417514,1.9102493158,238822.0441220729,87117.7352025182,256181.6212336307,0.06776277330000001,2.7413711292,-0.021359611400000002,-0.041980615000000006,-0.0029717682,113.0856646686,83.8537788148,83.8537788148,41.2514976414,4780.4957195878,3231.6406633584,2948.4539671758,2952,0.5499254844,54.0047829905,3328034.3365549007,14833.3445701151,0.0024702863,0.5946881989,0.0,0.0,1633093.1808926691,1655893.5419988148,0.0,15368.1752747179,0.0137692192,0.19814356700000002,5466.3593147108,33699.1336480685,28232.7743333577,2383999.5266524414,1,0.33812961880000003,5967.897531061,1.3381296188,1.4733814663,0.9698697540000001,0.0028183146,0.0522676538,0,-0.0249557224,0.11821678540000001,0.1019354839,0.1071428571,0.8575070822,0.3991501416,0.0114942529,0,0,0.9905362776000001,0.49526813880000004,0.0061305732,0.9669520988,1.0720760398,0.0311173975,0.0411639461,0.8344370861
118,10,10,5343,939,12,37,2877,2588,0.1004518596,2.0312991457,274781.0711059024,95211.4964000081,281028.4119961154,0.022230282100000002,2.8860072732,0.0527605119,0.1505682908,-0.004657228,128.160508496,89.7405671597,89.7405671597,44.4075486866,4763.1548602674,3429.8947795939,3174.1529538879,3262,0.6105184353,58.2941493967,3329699.627728492,14508.4358212193,0.0050783001000000005,0.5894074924,0.0,0.0,1644779.4356793868,1978378.4737877229,0.0,81654.6590446335,0.16862245650000002,0.19390649410000002,6931.5250384706,30589.6531552666,23658.128116796,2413365.4195433436,1,0.5769431912,7401.6869977888,1.5769431912,1.8077204677,0.9668866785,0.0023466664,0.0229874388,0,0.0077792163,0.0860980999,0.1118335501,0.20689655170000001,0.8575490475,0.39920386690000004,0.0,0,0,0.9905063291,0.5,0.0063291139,1.0743524564,1.1378379632,0.020350213000000002,0.0178062678,0.782208589
119,10,11,5337,933,29,35,2581,2277,0.11778380470000001,2.1886427971,310502.6831994288,108541.646459929,323800.9799344347,0.041069353,2.8606778442,-0.008776633800000001,0.1300002651,-0.0011229646,157.0568099209,83.053582831,83.053582831,54.9019562759,4740.3456400592,3642.1349634031,3325.8383870282,3534,0.6621697583,61.4219447593,3335212.434461505,6977.4869296216,0.0094709422,0.5877912541,0.0,0.0,1620346.0921721717,1727950.0169354326,0.0,49902.3487536274,0.062272591100000003,0.19469151070000001,9180.9186847026,27589.6148806355,18408.696195933,2420552.518099784,1,0.24776063180000002,3417.6986907286,1.2477606318,1.3468648846,0.9633148355000001,0.00238938,0.0394522337,0,-0.0051564491,0.059286754000000004,0.1057441253,0.11764705880000001,0.8578361405,0.3990864973,0.025,0,0,1.0,0.5064516129000001,0.0,1.0314331711,1.1236354125,0.0190023753,0.0135908441,0.6098677518
120,10,12,5326,924,13,24,2942,2058,0.3004758668,1.1263965513,205242.7079597723,68354.4012052871,269931.0607736823,0.2396476813,3.0026260832,0.0496204909,-0.3389986011,-0.002061083,94.0975591483,66.5200143541,66.5200143541,31.3384206162,4729.3379851728,3808.9484050943,3478.858858314,3571,0.6704844161,66.3673634583,3391124.2466010167,3232.6138609578,0.0230679515,0.5927618771000001,0.0,0.0,1613748.5395154792,1620346.0921721717,0.0,0.0,0.0040716935,0.19654948200000003,9669.9185642299,41071.5251933781,31401.6066291482,2444151.6973166526,0,0.0,0.0,1.0,1.0,0.9439861907,0.0041330385,0.0526300577,0,-0.0007492869,0.15299742900000002,0.2015604681,0.0909090909,0.8573474649,0.3993125179,0.0,0,0,0.9805825243,0.5016181230000001,0.0130708002,0.8130999212000001,0.8947691455000001,0.0309966619,0.0322812052,0.099562697
121,11,1,5332,919,25,19,2986,2178,0.2705961152,1.1864702015,223597.0266214219,74484.3085290872,282023.8125676035,0.2071696904,3.0019346496,-0.0002302763,0.08942738500000001,0.0011265490000000001,93.5523467887,74.2468493658,74.2468493658,31.1640184448,4719.3029551285,3993.1216437578,3688.5913402616,3790,0.7108027007000001,69.4131349261,3451241.9535785406,3524.1858210789,0.0224866259,0.5876062272,0.0,0.0,1708595.005138452,1613748.5395154792,0.0,0.0,-0.058774005600000005,0.1977571633,10471.5706962952,60325.8122154204,49854.2415191251,2505328.7487559,1,0.517066138,16692.3589424265,1.5170661380000001,1.7238925932,0.9414196166000001,0.0027552821,0.053320146900000004,0,0.0025049544,0.2229646891,0.15693904020000002,0.060606060600000004,0.8584553546,0.4005167959,0.0,0,0,0.9902280130000001,0.5048859935,0.0067062818,0.8280508068,0.899800661,0.024904214600000002,0.0301075269,0.7036048064
122,11,2,5337,918,19,14,2903,2008,0.3083017568,1.1802886502,230414.8585746788,77105.1546031907,306465.5317165883,0.2481540835,2.9883197791000002,-0.0045353654000000005,0.030491603800000003,0.0009377344,100.0797140421,71.3755936306,71.3755936306,33.4902960321,4720.0243955411,4216.44825846,3840.686551346,4037,0.756417463,74.0561872616,3490596.565719445,25625.0814488626,0.0035765486000000003,0.5865068840000001,0.0,0.0,1750927.7282658773,1849742.3547739664,0.0,84688.4097813087,0.0534207514,0.1964055744,11047.5807191587,80752.8609759487,69705.2802567899,2582697.9825739227,1,1.0,34331.182116736,2.0,2.4,0.9397748613,0.0039272085,0.0626680762,0,-0.006370146,0.3025207692,0.2377260982,0.060606060600000004,0.8584579977000001,0.4027617952,0.0,0,0,0.996742671,0.5211726384,-0.00625,0.8184898195,0.8379091426,0.0120423892,0.012142857100000001,0.6893491124000001
123,11,3,5355,914,28,10,3160,2248,0.2886075949,1.0411663921,228583.6367605704,69570.6980646889,295613.1444796843,0.2267473858,3.2856309211,0.0994910732,-0.007947498800000001,0.0033726813000000003,87.0458274681,71.0888971429,71.0888971429,26.4928805333,4722.4058286796,4227.0359025375,3896.9993309416,3836,0.7163398693,78.4858740647,3556950.484513458,2304.0114962562,0.0057702764000000005,0.586014139,0.0,0.0,1811325.1102312389,1750927.7282658773,0.0,0.0,-0.034494503100000004,0.1976636233,13487.2257400647,86710.9059286793,73223.6801886146,2656344.418778566,1,1.0,37121.1549118715,2.0,2.4,0.9235457586,0.0053675292,0.1286037662,0,-0.057517053900000004,0.32033649140000003,0.2441860465,0.11764705880000001,0.8582949309000001,0.40437788020000004,0.07894736840000001,0,0,0.996742671,0.5309446254,-0.0061349693,0.8497028245,0.8413146594,0.0130560928,0.0170940171,0.7146356399
124,11,4,5370,914,24,9,3088,2323,0.2477331606,1.1407504065,249002.1518493438,74491.1605785187,304522.2356082272,0.1823186528,3.3427073752,0.0173715355,0.0893262325,0.0028011204,94.4081588727,75.4651587837,75.4651587837,28.2430222802,4731.9384118363,4359.5989293373,3968.3506615167,3985,0.7420856611000001,81.8097567054,3617358.678959268,4375.6262893912,0.0046503491,0.5870202313,0.0,0.0,1848201.5642490245,2247926.3190461174,0.0,90566.2555115619,0.1778193313,0.1930430836,14124.9547752055,76541.178452252,62416.2236770465,2717582.7190002645,1,1.0,31735.6848857872,2.0,2.4,0.9274670183,0.0052235034,0.0498156164,0,0.0174938619,0.2506653987,0.25225225230000003,0.0909090909,0.8582949309000001,0.4046658986,0.0434782609,0,0,0.9967532468,0.5324675325,0.0069444444,0.8825288679000001,0.9058282552,0.011611030500000001,0.007117437700000001,0.7836185819
125,11,5,5377,914,17,10,3140,2514,0.1993630573,1.2185059265,279503.2987520987,82559.5916105245,321173.0825119581,0.1297424536,3.385473369,0.0127938192,0.1224935073,0.0013035382,94.7234517537,79.9333307739,79.9333307739,27.9793817377,4740.7513361457,4368.1089137669,4020.3761742335,4057,0.7545099498000001,80.0747128526,3672424.733056975,11230.196390336,0.0001104126,0.5872794258,0.0,0.0,1889373.7440372868,1908643.0925955607,0.0,36264.9170079217,0.0100958365,0.1945913206,18338.4982898475,69848.6609381424,51510.1626482949,2773384.0165112033,1,1.0,28274.7605110587,2.0,2.4,0.9191609402,0.0041077071,0.0723793373,0,0.0043520154,0.1842917879,0.20610687020000001,0.030303030300000002,0.8584606515000001,0.4061689248,0.0,0,0,1.0,0.5357142857,0.0,0.9055458567,0.9228701854,0.0097087379,0.0042583392,0.7361993161
126,11,6,5396,912,24,5,3178,2653,0.16519823790000002,1.2502621028,310391.7951285717,87747.6368530506,342069.7756973663,0.0926067803,3.5373236962,0.0448534993,0.11051209960000001,0.0035335689000000003,96.6233018186,81.6088855941,81.6088855941,27.3153689388,4745.2551391311,4264.4265426892,3879.3077732155,3796,0.7034840623,81.0126482965,3728349.710754963,704.2333300581,0.0026022478,0.5876876904,0.0,0.0,1920195.1264671958,2135562.050633968,0.0,94468.6872018643,0.10084788880000001,0.19325650900000002,21524.4836505861,64688.2305688791,43163.746918293,2825709.55822542,1,1.0,25481.5112075367,2.0,2.4,0.9158565986,0.0033755078,0.1051705721,0,-0.024402678400000002,0.1390621389,0.19667943810000002,0.08108108110000001,0.8589522165,0.40644789870000003,0.0833333333,0,0,1.0,0.538961039,0.0,0.9400492079,0.9675019284,0.009699321,0.0028328612,0.6742605915000001
127,11,7,5407,913,21,10,3154,2757,0.1258719087,1.4258640459,354977.3670845245,101280.4275919975,373605.6316727686,0.0498607703,3.5048960152,-0.0091672925,0.14364288190000002,0.0020385471,105.5933691001,90.8822303875,90.8822303875,30.1273899831,4757.2128287416,4273.7234450735,3932.1579348567,3625,0.670427224,82.3089888682,3754185.917535313,4193.8064292425,0.057770199,0.5831016621,0.0,0.0,1957058.3269663614,2465339.270530828,0.0,96009.7563233598,0.2061707894,0.1894252763,28835.7055582321,55906.5621115679,27070.8565533358,2857950.4008772913,1,0.8128943488,18493.2975515478,1.8128943488,2.1380520884,0.9026268578000001,0.0028782072000000003,0.2008054238,0,-0.1063104888,0.0762607959,0.1791613723,0.1428571429,0.8588303083000001,0.4073753961,0.0,0,0,1.0,0.5490196078,0.0,0.9534806402,0.9838188972,0.0043753038,0.0,0.6620938628
128,11,8,5427,911,26,6,2419,1997,0.174452253,1.3796702127,408239.4577063149,100421.9291837573,454946.7943596643,0.1026654924,4.0652421341,0.1598752478,0.1500436241,0.0036989088,165.8485012094,107.641274644,107.641274644,40.796709209,4763.3592525493,4397.0395956821,3998.3654911493,3857,0.7107057306,82.9415267133,3706376.8308814475,64827.6013099557,0.0047925207000000004,0.5770306845000001,0.0,0.0,1942972.705288041,2499164.887130873,0.0,97852.9163483181,0.22255121490000002,0.1870528073,35723.8830694196,42410.5483271602,6686.6652577405,2861481.5488524423,1,0.4276745428,8145.078368747,1.4276745428,1.5987443599,0.8970912638,0.0023664774,0.0553418465,0,0.0452004123,0.0163792723,0.16603295310000002,0.027027027000000002,0.8587896254,0.40691642650000004,0.0,0,0,1.0,0.5522875817,0.0,0.9499328805,0.9969456354,0.0048590865,0.0021246459,0.6589099816
129,11,9,5438,908,21,10,3107,2211,0.28838107500000004,1.1358719493,458735.4914104234,107895.4799899585,593065.5260367302,0.22650116850000002,4.2516655142,0.0458578786,0.1236921928,0.0020269025,129.5872533358,118.9750533911,118.9750533911,30.4791740797,4775.6606558883,4699.3798358254,4275.42260891,4175,0.7677454947,87.9503367662,3891594.1237715175,2709.8586369614,0.0175948302,0.5921846873000001,0.0,0.0,1894192.1987236575,1942972.705288041,0.0897481224,0.0,0.0251061203,0.1915843247,44345.4007549598,68804.9480836333,24459.5473286735,2886800.2520764265,1,0.3489281401,13610.0181169227,1.3489281401,1.4884993962,0.8860434811000001,0.0024027932,0.1407954581,0,-0.0292417324,0.0533195006,0.20812182740000001,0.0285714286,0.858915176,0.4085401039,0.0,0,0,0.996742671,0.5602605863,0.0074074074000000005,0.8836056507000001,1.0024565921,0.009756097600000001,0.0077683616,0.7250448296
130,11,10,5450,908,18,6,2907,2363,0.1871345029,1.3904533803,556979.2876146503,138282.3268363011,630388.3563132144,0.1164505467,4.0278414484,-0.0526438557,0.21416218720000002,0.0022066936000000002,140.9164995493,125.3670547965,125.3670547965,34.9856123569,4781.7250857345,5008.9845857636,4451.3384324517,4500,0.8256880734,89.6013533629,3935983.0445648767,19000.3837400212,0.0051167616,0.59261037,0.0,0.0,1918304.9794705666,2536575.8065675665,0.0,94709.6099361829,0.24374230230000002,0.1874388576,62531.4413035286,63379.9810385795,848.5397350509,2905868.0461332244,1,0.7383256547,19857.2021959531,1.7383256547000001,2.0336559165,0.8623411332,0.0040474227,0.4478526393,0,-0.31424119510000004,0.0015234673,0.2325285896,0.060606060600000004,0.8593659942,0.41008645530000004,0.0,0,0,1.0,0.5635179153000001,0.0,0.9402236563,0.9828851791000001,0.0053737176,0.0035137034,0.138850961
131,11,11,5462,902,17,5,2925,2387,0.1839316239,1.3753752456,659395.9919646422,155249.4342369668,743374.3671457277,0.1129691564,4.2473326567,0.0544935075,0.1838788383,0.0022018349,147.5810603882,131.685235346,131.685235346,34.746762808,4790.3754969108,5280.8042545785,4559.5108916739,4942,0.9047967777,89.5756589159,3945625.9410689855,30684.8131419294,0.0043048571,0.5934476073,0.0,0.0,1891257.7097911467,3298989.655963012,0.0,95915.2489735283,0.4267160837,0.18011676940000002,82084.2556485966,69171.284559013,0.0,2909913.6370206135,1,0.931984954,25096.3503963954,1.931984954,2.3047789357,0.8476722741,0.0040586419,0.017039979900000002,0,0.1312291042,0.0,0.2905660377,0.058823529400000005,0.8592443034,0.4110181713,0.4444444444,0,0,1.0,0.5667752443,0.0,0.9627632566000001,0.9918204452,0.0029382958,0.0049122807000000004,0.5245705154
132,11,12,5480,900,23,5,3167,2558,0.1922955478,1.3477691471,754209.6063692074,175064.0645232703,859067.7394454955,0.1220603781,4.3081920234,0.0143288439,0.1437885816,0.0032954962000000003,137.5760993612,136.1948207581,136.1948207581,31.9336043084,4798.8491952814,5545.4973496011,4765.6252814191,5270,0.9616788321,89.4869464725,3999660.818850659,11469.0151871066,0.0,0.5960542822,0.0,0.0,1899059.670899584,1891257.7097911467,0.025202906,0.0,-0.0041252766,0.1870759001,97187.5867273578,82573.1809335181,0.0,2909913.6370206135,1,0.9619505204000001,31804.3617789187,1.9619505204,2.3467307286,0.840276977,0.0057659346000000005,0.1999108209,0,-0.045953732500000004,0.0,0.328320802,0.058823529400000005,0.8594516595,0.4138528139,0.0,0,0,1.0,0.5798045603,0.0,0.9651743683,1.0330305484,0.0019694732,0.0020920502,0.1033626561
133,12,1,5492,896,19,7,3132,2638,0.15772669220000002,1.4979118026,775703.625637754,188929.1447584505,847287.1323190484,0.084485535,4.10579123,-0.0469804485,0.0284987344,0.002189781,141.1046700298,138.1320081256,138.1320081256,34.3672296339,4810.9601393388,5658.5744161887,4786.3450960324,5334,0.9712308813,89.4873373987,4067984.204636344,0.0,0.0,0.6004129810000001,0.0,0.0,1897646.62665055,2660795.5431772373,0.0,94952.9835449792,0.2868123101,0.1835834601,94660.5174267871,64121.7642865272,0.0,2909913.6370206135,1,0.6582112469,18084.7549428334,1.6582112469,1.9214957456000001,0.8481366063,0.0049267771,0.1547187895,0,-0.0077821729,0.0,0.3677018634,0.058823529400000005,0.8590817211,0.41640196360000004,0.0,0,0,0.996742671,0.5960912052,-0.005464480900000001,0.9806655083,1.0237627916,0.0024740228,0.0027739251,0.0950985283
134,12,2,5502,894,17,7,3179,2537,0.2019502988,1.31170333,616157.3796408727,135354.6374567879,710312.6389783474,0.1325546726,4.5521704407,0.10871941260000001,-0.2056793867,0.0018208303000000002,142.9983098888,139.6062629985,139.6062629985,31.4132152458,4819.7168497471,5910.7904981343,4810.6157943408,5433,0.9874591058000001,89.4517918512,4130555.134642479,11812.6715948002,0.0044157265,0.6029749134,0.0,0.0,1915002.7367088515,1897646.62665055,0.0,0.0,-0.0091461233,0.189329249,56861.3814482689,73280.4254585545,16419.0440102855,2909913.6370206135,1,0.5652492022,19714.853032174,1.5652492022,1.7913488831,0.881059239,0.008499996000000001,0.2592056656,0,-0.1487649006,0.0266474842,0.3890954151,0.060606060600000004,0.8588779641000001,0.4181607866,0.1538461538,0,0,0.996742671,0.5993485342,-0.0054347826,0.9892579942,0.989242676,0.0059642147000000005,0.0048409405,0.7712276906000001
135,12,3,5515,891,21,8,3203,2459,0.2322822354,1.251039882,439462.5136437174,96687.0001389644,526633.003946629,0.16552416890000002,4.5452078667,-0.0015295064,-0.2867690493,0.0023627772,140.9715841777,140.3553851994,140.3553851994,31.0154317053,4826.5109780059,6019.466194005,4825.9248631655,5482,0.9940163191,89.3336324562,4294438.479900723,8783.8274437959,0.0,0.6160447703,0.0,0.0,1869177.2739492296,1915002.7367088515,0.0683134354,0.0,0.0239297114,0.1930640119,28287.8026451947,86001.7984837047,57713.99583851,2909913.6370206135,1,0.6222086569,25971.7143244476,1.6222086569,1.8710921196,0.9097157362,0.013401251000000001,0.5591276348,0,-0.482244622,0.1313285981,0.2613496933,0.030303030300000002,0.8587554269000001,0.4193921852,0.15,0,0,0.996742671,0.6091205212,-0.0053475936000000005,0.9899941593,0.9900221315000001,0.0114656032,0.012422360200000001,0.7114978903
136,12,4,5523,889,13,5,3203,2347,0.2672494536,1.2044158653,355480.8385238037,78712.1167573055,446321.5661390728,0.2035320148,4.516214951,-0.0063787876000000006,-0.19110088460000002,0.0014505893,141.2134471676,139.6970326142,139.6970326142,31.2680970016,4835.4785122775,6166.8292994311,4835.442954335,5510,0.9976462068,89.4400490647,4367172.74940557,5966.4474442709,0.0,0.6195924673000001,0.0,0.0,1881053.1648996149,2153852.788937903,0.0,93458.8636974615,0.1266565781,0.1917908374,20959.9469528781,95863.6674107688,74903.7204578907,2939316.9220621246,1,0.748611954,33586.1516507564,1.748611954,2.0480567355,0.9098626338,0.0168379915,-0.0652722984,0,0.13857167310000001,0.2107109929,0.21130221130000001,0.029411764700000002,0.8592528236,0.41963509990000003,0.15,0,0,0.996742671,0.6091205212,-0.0053475936000000005,0.9898350576,0.991895128,0.0084830339,0.0096618357,0.642370215
137,12,5,5537,889,20,6,3009,2329,0.2259887006,1.4843489218,310010.3032247243,81512.4219088386,368482.3195409789,0.1586833702,3.8032277285,-0.1578727386,-0.1279127603,0.0025348542,148.5671264049,135.329729718,135.329729718,39.0634316451,4841.8356382462,6111.0515437604,4841.7850515818,5517,0.9963879357000001,89.3424371932,4412984.6184184905,10218.135193623,0.0,0.6190850644,0.0,0.0,1901604.4873017005,1881053.1648996149,0.0,0.0,-0.0109254341,0.1946640443,13499.7249107831,86663.5332278413,73163.8083170583,3004685.261647694,1,1.0,35387.2409913609,2.0,2.4,0.9241726359,0.022399373,-0.1982304071,0,0.2516583982,0.236004441,0.2386780906,0.0882352941,0.8591712547,0.4204578383,0.0,0,0,0.996742671,0.6123778502,-0.0053191489,1.0349546501,0.9682358272,0.004,0.0041350793,0.6690647482000001
138,12,6,5549,886,14,2,2569,2006,0.2191514208,1.7852510877,309432.1252844218,94874.2502272583,364574.5959457753,0.1512515443,3.261497451,-0.1424396108,-0.0018650281000000002,0.0021672386,179.2228187483,134.020065322,134.020065322,54.9510834944,4850.9227248088,5916.0376773889,4850.9111435739,5535,0.9974770229000001,89.392515986,4394397.145551931,42663.0634979507,0.0058828529,0.608356781,0.0,0.0,1967525.5365004,1901604.4873017005,0.0,0.0,-0.034666014700000004,0.1965316288,15198.1195873739,71084.8730781922,55886.7534908183,3062174.9820660166,1,1.0,28304.8931824464,2.0,2.4,0.9196156878,0.0210342554,-0.27236018300000003,0,0.33171023980000003,0.18061070240000002,0.22114216280000001,0.2121212121,0.8591712547,0.422776007,0.0,0,0,0.996742671,0.6156351792,-0.0052910053,1.0654934007,0.9897672556,0.0010040161,0.0006854010000000001,0.7510668563
139,12,7,5560,886,17,6,3013,2178,0.2771324262,1.4986156996,258265.511225522,80746.2699108733,328696.8165733233,0.2142743763,3.198482252,-0.019320940800000002,-0.16535650270000002,0.0019823392,134.6459892347,135.7903681159,135.7903681159,42.0968380082,4860.5723995496,5327.9059526565,4860.5136052691,5543,0.996942446,89.3359364522,4461512.304335063,10251.1283516454,0.0028482656,0.6073979118,0.0,0.0,2027300.3281998357,2091802.6834060068,0.0,74566.2881433641,0.030835774200000002,0.1960820366,10353.2925426647,77508.1677078989,67154.8751652342,3124158.6743016923,1,1.0,32864.474470331,2.0,2.4,0.9270544543,0.0214080617,0.0512580334,0,0.00027945060000000003,0.2600226211,0.1924939467,0.029411764700000002,0.8588814836,0.4239350913,0.4,0,0,0.996742671,0.6254071661,-0.0052083333,1.0260744141,0.9574371868,0.0035211268,0.002050581,0.4128623792
140,12,8,5576,880,23,7,2845,2209,0.2235500879,1.8008883187,261013.2437069933,89191.5757897641,309269.3816562627,0.1560327042,2.9264338184,-0.085055477,0.010639177000000001,0.0028776978,141.7458785768,135.6913685362,135.6913685362,48.4363861864,4868.8473817604,5250.3125605501,4855.1787262649,5516,0.9892395983000001,88.7037149017,4502770.345589006,17380.8879306948,0.0028713452,0.6045316048,0.0,0.0,2075919.070771875,2273383.6491447957,0.0,101365.0164099918,0.086859329,0.19442245260000002,11395.1225388917,63133.576460442,51738.4539215503,3177811.8093670835,1,1.0,25755.0563666048,2.0,2.4,0.9263942858,0.0173488851,0.0671708536,0,-0.010914024500000001,0.19822156600000002,0.2149758454,0.09375000000000001,0.8587996521,0.4253406785,0.0,0,0,1.0,0.6351791531000001,0.0,1.010466411,0.9918607063,0.0025227043000000003,0.0006816633,0.3365611097
141,12,9,5570,877,12,18,2693,2239,0.1685852209,1.9026716504999999,244958.2662765963,84038.6933165602,271057.9732899705,0.09628828360000001,2.9148271660000002,-0.0039661421,-0.061510202300000004,-0.0010760402,146.8753667141,133.9091029793,133.9091029793,50.3890482516,4879.5540188289,5123.4311796717,4207.1778842633,3936,0.7066427289,63.2784713065,4503940.178756799,37454.2605042709,0.0029334858000000003,0.6016975928,0.0,0.0,2080595.920836619,2091947.4550206068,0.0,9617.030549239,0.005426299900000001,0.1961600598,8181.4618684326,49306.7766208999,41125.3147524673,3229568.797376268,1,1.0,19087.1659237886,2.0,2.4,0.9410315220000001,0.0152093008,0.0476812942,0,-0.0039221169000000005,0.1678870257,0.19781553400000002,0.15625,0.8592614132,0.4283221867,0.0,0,0,1.0,0.6416938111,0.0,1.0763135612,0.9956585042,0.003560529,0.0013577733000000002,0.4400377715
142,12,10,5574,870,18,14,2926,2341,0.19993164730000001,1.8505988735,245617.9637081752,88295.061738443,282436.5266404575,0.13036048620000001,2.7817859671000003,-0.045642911700000004,0.0026931013,0.0007181329,127.4284646044,129.0433719246,129.0433719246,45.8081484742,4873.7276170333,4963.9180085498,4518.6764937639,4704,0.8439181916,75.575832469,4539544.385425714,20735.037746727,0.0076354859,0.6002844416,0.0,0.0,2109570.733162883,2080595.920836619,0.0,0.0,-0.0139262084,0.1975040388,11220.0384796709,52801.3699202107,41581.3314405398,3267951.5399392326,1,0.9929945463000001,21248.447356264,1.9929945463,2.3901923649,0.9286523421,0.013748243200000001,0.0641016035,0,-0.006502188900000001,0.169292713,0.1301204819,0.0,0.8596389051000001,0.42981945250000003,1.0,0,0,1.0,0.6416938111,0.0,1.0401637588,0.9481507708,0.0025536261000000003,0.0006775068,0.6725963575
143,12,11,5582,864,15,7,2522,2015,0.2010309278,1.9329633094,261412.7103666573,91229.9416338309,301012.5196531677,0.1315553563,2.8654266975000002,0.030067277400000002,0.0643061542,0.001435235,159.155259055,126.6254593545,126.6254593545,55.5433015248,4875.5898965599,4975.9928595316,4661.5284899672,5040,0.9029021856,80.9254941262,4564552.24365991,17377.5494004232,0.0002133709,0.5977335269,0.0,0.0,2127915.361357909,2249132.6812063647,0.0,83737.1688260889,0.0538951396,0.19664018460000002,10904.2176296017,43286.0966397473,32381.8790101456,3296189.04388841,1,0.7489525019000001,13964.4498247305,1.7489525019,2.0485335027,0.9345817430000001,0.0121362354,0.0447401179,0,0.0085419037,0.1238726264,0.1360946746,0.09375000000000001,0.8596849475,0.43028004670000003,0.0,0,0,1.0,0.6416938111,0.0,1.0122023946,0.9705580092,0.0025601639,0.0013559322,0.7139713971
144,12,12,5588,861,14,8,2951,2245,0.2392409353,1.8139548160999999,272688.2514309132,98398.6620818505,329766.943240452,0.17308797310000001,2.7712597475000003,-0.0328631509,0.0431331019,0.0010748836,128.3523079846,139.4520054075,139.4520054075,46.3155097975,4881.3094219575,4965.749771129,4777.1845744344,5317,0.9515032212000001,85.2016833872,4639883.244526203,1744.3538118789,0.0002149606,0.5996246224,0.0,0.0,2158376.353381227,2127915.361357909,0.0032517133,0.0,-0.014314945300000001,0.19781612,12560.1235435483,52540.9849157677,39980.8613722194,3335055.5035039578,1,0.6777664085,17079.6323201771,1.6777664085000001,1.9488729719000002,0.9274540566,0.011557981200000001,0.0442945077,0,0.0166934545,0.1466174694,0.1267605634,0.1379310345,0.8601868068,0.4316987741,0.2,0,0,1.0,0.6437908497,0.0,0.9981650838,1.0088370002,0.0041088855,0.001352265,0.9315566323000001
145,13,1,5601,858,16,3,2998,2366,0.2108072048,1.7577745468,286447.0863043659,96508.7827282324,333925.1460529374,0.1421817444,2.9680934544,0.0710267982,0.050456280400000005,0.0023264137,128.4359188743,138.8483097293,138.8483097293,43.2721950468,4886.600108001,5255.8942469099,4570.4258262794,4495,0.8025352616,89.1845070688,4705102.258068471,9614.3649236107,0.0,0.6043380248,0.0,0.0,2143067.943551726,2302763.2586522433,0.0,86632.1431626099,0.0693494281,0.1968248336,11255.1506497939,55452.6976764873,44197.5470266935,3385251.5936091216,1,0.9011186238000001,21022.19858628,1.9011186238,2.2615660733,0.9404771603000001,0.010969019200000001,0.06747539870000001,0,-0.0189215782,0.1542956767,0.1360465116,0.14814814810000002,0.8602683781,0.4334889148,0.0,0,0,0.9934640523,0.6568627451,0.019047619000000002,1.0395133528,1.0379723644,0.0051493306,0.0020188425,0.7840963855
146,13,2,5614,851,19,6,3032,2461,0.1883245383,1.7870227584,318247.9069220014,108569.7223955494,360720.6182383209,0.11774406330000001,2.931276786,-0.0124041473,0.1110181326,0.0023210141,124.7201061879,125.9340789372,125.9340789372,42.5480482713,4896.6978284579,5516.4622173928,4769.9690923084,5154,0.9180619879,89.1116409124,4779011.285800278,2525.3663624202,0.0018140139,0.6062920444000001,0.0,0.0,2169506.174487276,2330731.22979675,0.012304264300000001,107153.3971775863,0.0691735938,0.1956816683,12444.9336054639,53100.22144971,40655.2878442461,3422899.0040651085,1,0.9354977236,20156.5581999804,1.9354977236000002,2.3096968131,0.9395110223,0.008743571700000001,0.055886704100000004,0,-0.0041412981,0.1277472277,0.13872832370000002,0.0769230769,0.8601868068,0.4352014011,0.0,0,0,0.9934640523,0.6633986928000001,0.019417475700000002,1.0531189605,1.0376898302,0.0051679587,0.0026827632,0.6189239332
