period,year,period_in_year,population,fertile_women,births,deaths,labor_force,employment_count,unemployment_rate,family_income_to_basket_ratio,gdp_nominal,real_gdp_nominal,potential_gdp_nominal,output_gap_share,cpi,inflation_rate,gdp_growth,population_growth,average_wage,median_wage,median_wage.1,real_average_wage,essential_demand_units,essential_production_units,essential_sales_units,people_full_essential_coverage,full_essential_coverage_share,average_food_meals_per_person,bank_equity,bank_writeoffs,bank_nonperforming_loan_share,bank_capital_ratio,bank_insolvent_share,bank_undercapitalized_share,central_bank_money_supply,central_bank_target_money_supply,central_bank_policy_rate,central_bank_issuance,central_bank_monetary_gap_share,average_bank_reserve_ratio,government_tax_revenue,government_total_spending,government_deficit,government_debt_outstanding,recession_flag,recession_intensity,government_countercyclical_spending,government_countercyclical_support_multiplier,government_countercyclical_procurement_multiplier,household_final_consumption_share_gdp,government_final_consumption_share_gdp,gross_capital_formation_share_gdp,net_exports_share_gdp,gdp_expenditure_gap_share_gdp,government_deficit_share_gdp,school_enrollment_share,university_enrollment_share,school_completion_share,university_completion_share,low_resource_school_enrollment_share,low_resource_university_enrollment_share,low_resource_university_student_share,low_resource_origin_upward_mobility_share,low_resource_origin_university_completion_share,poor_origin_university_mobility_lift,school_income_premium,university_income_premium,poverty_rate_without_university,poverty_rate_with_university,skilled_job_fill_rate
62,6,2,5260,1198,6,4,3597,2285,0.36474840140000003,0.7217993322,119578.7756760335,66451.5333162279,173179.3731370491,0.309509132,1.7994885853,0.0079117411,0.0364021119,0.0003803728,29.044660522,25.9912394435,25.9912394435,16.1405083421,4868.3815144682,5029.8180132646,4555.3121226833,3168,0.6022813688,91.0658924235,1181701.0095949455,1494.7322345798,0.0016420431,0.4857542677,0.0,0.0,1243228.7360334198,1215007.8124353378,0.0,0.0,-0.0232269483,0.1995282951,9872.9440711142,41670.7241942281,31797.7801231139,1196068.3416978559,1,1.0,19185.8967730908,2.0,2.4,0.8790994211000001,0.009006316,0.11228757210000001,0,-0.00039330910000000003,0.2659149163,0.4658682635,0.0,0.8490221643,0.36219035200000005,0.2113502935,0,0,0.8298755187,0.0373443983,0.1767241379,0.9179710165,0.9453563259000001,0.3295175797,0.4146868251,0.6067961165
63,6,3,5272,1197,13,1,3602,2346,0.3486951694,0.7089375672,122808.3427177354,67196.8642687197,173472.8041056012,0.2920599667,1.8275903802,0.015616545300000001,0.0270078618,0.0022813688,28.6222309623,26.2606361733,26.2606361733,15.6611849527,4870.5257160321,5144.8206446641,4560.5635882157,3150,0.5974962064,90.954954496,1218666.9910209603,0.0,0.0016466636,0.4885452074,0.0,0.0,1269151.1708266607,1243228.7360334198,0.0,0.0,-0.020850897400000002,0.1996933918,9693.1284193348,43442.7155723645,33749.5871530297,1229785.7609480524,1,1.0,20035.1966930331,2.0,2.4,0.8840512477,0.0085150357,0.1143056311,0,-0.0068719146,0.2748151014,0.4516908213,0.0,0.849297241,0.36283185840000004,0.1936090226,0,0,0.7975708502000001,0.048582996,0.0375886525,0.9127131853,0.9265239706,0.3284313725,0.40387374460000003,0.6584615385
64,6,4,5273,1195,5,4,3601,2361,0.344348792,0.6981622609,126755.8016192887,69157.6838609135,177861.851037939,0.2873356435,1.8328520353000002,0.0028790122000000003,0.0321432471,0.0001896813,28.664762221,26.6512094597,26.6512094597,15.6394306083,4879.5611923504,5239.5980772987,4664.7681090829,3629,0.6882230229,91.2173301303,1254403.4491950884,1067.6791627126,0.0003646624,0.48987757200000004,0.0,0.0,1300249.0703511285,1299892.5750579587,0.0,18444.8425387788,-0.0002742498,0.19913852740000001,10139.3813163823,45184.1123568774,35044.7310404952,1264120.8305532618,1,1.0,20850.1714047309,2.0,2.4,0.8841819251,0.0078279716,0.10743650240000001,0,0.0005536008000000001,0.2764743751,0.43546441500000005,0.0,0.8495575221,0.3630921395,0.1904761905,0,0,0.8160000000000001,0.052000000000000005,-0.049334631600000005,0.9104057897000001,0.9132131252000001,0.3199836535,0.39713261650000004,0.692224622
65,6,5,5277,1192,10,6,3603,2316,0.3572023314,0.7187319875,129641.109917947,70084.6845586019,185547.9989255674,0.3013068819,1.8497780326000002,0.0092347865,0.0227627317,0.0007585815,30.4719971414,27.4893514543,27.4893514543,16.4733263151,4880.8888289218,5360.5929498638,4762.5633869918,4129,0.7824521508000001,91.3853180973,1290193.9982236167,433.5190078876,0.0,0.4919494757,0.0,0.0,1325747.811170893,1300249.0703511285,0.0,0.0,-0.0196106588,0.1994400428,10462.2098771939,45001.6190958579,34539.409218664,1297687.9378455759,1,1.0,20717.9344309539,2.0,2.4,0.8851350412000001,0.0064312137000000005,0.1112214649,0,-0.0027877198,0.2664232761,0.40920096850000004,0.0,0.8495575221,0.36361270170000004,0.1494252874,0,0,0.8346456693000001,0.06299212600000001,0.0430672269,0.9376144670000001,0.9543759561,0.318200409,0.3829634932,0.7086247086
66,6,6,5282,1190,11,6,3603,2341,0.3502636692,0.7119908867,130703.4114701736,70470.4709358482,185070.6707410818,0.2937648578,1.8547259545,0.0026748733,0.008194172000000001,0.0009475081,30.015069386,27.6513796143,27.6513796143,16.1830211699,4883.2915973063,5441.690403073,4787.3295817761,4224,0.7996970844,91.1458958337,1327464.881411374,500.6590970754,0.0,0.4941371815,0.0,0.0,1352680.005543724,1331126.2951338477,0.0,3227.0903777728,-0.0161920852,0.1995228924,10221.975457037,47200.0589446999,36978.0834876629,1334191.8587872805,1,1.0,21794.0737086895,2.0,2.4,0.8875623409000001,0.0074858799,0.1306441763,0,-0.0256923972,0.282915978,0.4254545455,0.0,0.8495575221,0.3633524206,0.1209016393,0,0,0.8146718147,0.0656370656,0.009479825,0.918880876,0.9184396542000001,0.3172526574,0.393982808,0.5618181818
67,6,7,5287,1193,10,5,3604,2334,0.35238623750000003,0.700195933,132617.3759747763,70360.0335978754,188396.2215818536,0.2960719973,1.8848395771000002,0.0162361575,0.0146435696,0.0009466111,30.301268737,27.7684316182,27.7684316182,16.0763118009,4886.2529676112,5510.6401257013,4840.0782220365,4389,0.8301494231000001,91.0686153385,1365644.1731457808,812.4072917851,0.0002575247,0.49593497270000003,0.0,0.0,1382407.49197199,1446793.9846199316,0.0,56468.3874457246,0.0445028756,0.1978684795,10377.3805846174,48122.4770688806,37745.0964842632,1371210.6184851648,1,1.0,22244.2536061764,2.0,2.4,0.8859062416,0.009257171600000001,0.131368298,0,-0.026531711200000002,0.28461652330000003,0.397810219,0.0,0.849635796,0.3631633715,0.1307692308,0,0,0.7396226415,0.0716981132,-0.1163885323,0.9279160369,0.9237573485,0.3619281046,0.4362464183,0.5610184372
68,6,8,5293,1187,10,4,3607,2349,0.3487662878,0.7262289927000001,130766.4831383324,71559.1321566806,184734.2393808292,0.2921372693,1.8273905677000002,-0.030479522000000002,-0.013956639000000002,0.0011348591,30.9494559536,28.5188505966,28.5188505966,16.936420982,4889.6500833288,5395.9230660972,4826.2903463927,4269,0.8065369356000001,90.9306037851,1404190.5448489443,342.8911931793,0.0002571275,0.4959002784,0.0,0.0,1421794.0364134146,1413830.9915807913,0.0,18854.0997652807,-0.0056322466,0.1979921898,9734.3409916904,47971.6064085901,38237.2654168997,1409350.9690228864,1,1.0,22123.7545818824,2.0,2.4,0.8912069476000001,0.008532950000000001,0.0807064138,0,0.0195536886,0.2924087618,0.3663003663,0.0,0.8495322245,0.3627858628,0.0652173913,0,0,0.7518518519,0.0777777778,-0.0923694779,0.9382653829000001,0.9161299853,0.3507340946,0.4247851003,0.6552706553000001
69,6,9,5294,1183,6,5,3610,2438,0.3246537396,0.7260781974,129204.7117117896,70436.5008961102,176010.9468979473,0.2659279778,1.8343431327,0.003804641,-0.0119432089,0.00018892880000000002,30.8567927637,29.6000338397,29.6000338397,16.8217124775,4893.3166261143,5445.7401180682,4844.6178093988,4372,0.8258405742,91.0664404706,1444823.4370129022,98.0305753237,0.0,0.4989912233,0.0,0.0,1446043.2546741788,1421794.0364134146,0.0,0.0,-0.0170553664,0.19869492330000002,10193.6748225211,47787.2411079609,37593.5662854398,1447139.4314517095,1,1.0,21938.3473989099,2.0,2.4,0.8853465565,0.0097688622,0.0883260988,0,0.0165584825,0.29096126440000003,0.391198044,0.0,0.8496103896,0.3625974026,0.12916666670000002,0,0,0.7794117647000001,0.0845588235,-0.0440020953,0.9371112991,0.9354129844,0.3814180929,0.4441260745,0.8635371179
70,6,10,5308,1181,18,4,3609,2446,0.3222499307,0.7355774308,132604.8308894793,70323.1853586432,180002.112798741,0.2633151421,1.8856488115,0.0279695101,0.0263157522,0.0026445032,32.085310415,30.380972211,30.380972211,17.0155281408,4895.1825695072,5559.5490864341,4850.1117621199,4436,0.8357196684,91.0664590541,1483856.804562527,730.9833311856,0.0,0.5009470036,0.0,0.0,1473528.5508943857,1464368.6237756584,0.0,10995.2214608878,-0.0062552058,0.1988013032,10321.8639985049,48462.712131092,38140.8481325871,1484650.699163699,1,1.0,22201.4432098252,2.0,2.4,0.8826961686,0.014942107100000001,0.1159706647,0,-0.0136089404,0.2876278932,0.3982947625,0.0,0.8498701299,0.3631168831,0.1565217391,0,0,0.7992700730000001,0.09854014600000001,0.1405008247,0.9705408656000001,0.9636803904000001,0.3670473083,0.4155937053,0.8024819028
71,6,11,5322,1180,19,5,3600,2428,0.3255555556,0.7640683060000001,139034.4835281266,71340.9592400641,189654.9462294709,0.2669082126,1.9488732,0.033529249000000004,0.0484873183,0.0026375283,34.503610041900004,31.1259565261,31.1259565261,17.7043894088,4903.5456459621,5676.5053242322,4870.5291088504,4642,0.8722284855,91.5198261562,1521887.2980770606,1054.2410967536,0.0,0.5003090262000001,0.0,0.0,1512739.5795984196,1573020.8054348445,0.0,59695.3527242753,0.038321950800000004,0.1974498704,10322.1033671296,46526.559610029,36204.4562428994,1520654.842453548,1,1.0,20983.9977900308,2.0,2.4,0.8873472029,0.0139514323,0.12072522120000001,0,-0.022023856300000002,0.2603991134,0.44730392160000004,0.1489361702,0.8497274851000001,0.36413184530000003,0.2086330935,0,0,0.8050541516,0.11552346570000001,-0.0269132653,0.9515892625000001,0.9810546934000001,0.30693877550000004,0.3613684961,0.6348655681
72,6,12,5336,1179,19,5,3611,2451,0.32124065360000004,0.7667349497,141761.9234652263,72791.0325259837,192146.1122734793,0.2622181017,1.9475190631000001,-0.0006948307,0.0196170034,0.00263059,34.4081979216,31.5029036355,31.5029036355,17.6677078926,4911.85856029,5646.8078102912,4884.702023038,4748,0.8898050975,91.7289397115,1562816.0277008289,324.615766367,0.0,0.5019602222,0.0,0.0,1542466.3284014375,1519648.3804788617,0.0,4145.2805282653,-0.0150152813,0.19821511890000001,10712.6387671949,47155.5638161679,36442.925048973,1557456.7366159612,1,1.0,21153.3928692515,2.0,2.4,0.8858615369,0.013470712900000001,0.1341155926,0,-0.033447842400000004,0.25707132180000003,0.449382716,0.3529411765,0.8499222395,0.3641783307,0.2196382429,0,0,0.8692579505,0.12014134280000001,-0.0185447673,0.9474269055000001,0.9526556150000001,0.254790053,0.3039145907,0.5950920245
73,7,1,5346,1178,15,5,3608,2483,0.3118070953,0.7648518002,146614.0213953082,74634.254292651,195998.6782354935,0.2519642341,1.9644333930000002,0.0086850651,0.0342270887,0.001874063,34.109600396,31.5945975791,31.5945975791,17.3635820472,4920.2322780402,5611.8167351439,4897.7111914544,4828,0.9031051253,91.7620898839,1606619.639099804,362.0472102075,0.0,0.501452479,0.0,0.0,1589247.5708148116,1685817.9996326673,0.0,77123.3164200719,0.0572840181,0.19645887820000002,11025.441276735,48797.4578874521,37772.0166107171,1595680.8729610262,1,1.0,21928.7860470141,2.0,2.4,0.888270832,0.011717474200000001,0.11975372070000001,0,-0.0197420269,0.25762895150000004,0.45823095820000004,0.2549019608,0.8496630378000001,0.3641783307,0.1701570681,0,0,0.8741258741,0.1293706294,0.0204059481,0.9434357319000001,0.9246096579,0.235629841,0.2939501779,0.4960486322
74,7,2,5355,1184,12,3,3608,2464,0.3170731707,0.810562615,141839.9210809391,72839.2151969808,191078.6365418937,0.2576882291,1.9473016108,-0.0087209789,-0.0325623721,0.0016835017,35.9476991466,32.0022067596,32.0022067596,18.4602626258,4925.8739318833,5536.1473818098,4854.5231641053,4617,0.8621848739,91.8292554943,1649642.378724168,1352.4678767607,0.0,0.5035693306,0.0,0.0,1617226.538085927,1589247.5708148116,0.0,0.0,-0.017605166000000002,0.1976982709,10234.8997585116,46075.5067509472,35840.6069924357,1631861.7656271714,1,1.0,20542.2877400279,2.0,2.4,0.8927189867,0.0097697565,0.0952344479,0,0.0022768089000000003,0.25268349500000004,0.44827586210000003,0.1509433962,0.8500129299,0.3635893457,0.1776504298,0,0,0.8310810811,0.1317567568,-0.0121720044,0.9626578556000001,0.9634681659000001,0.2125152377,0.2688477952,0.4227727992
75,7,3,5368,1190,17,4,3621,2518,0.3046119856,0.8143406692,137343.6889684945,70981.3612265828,181706.0277738385,0.2441434627,1.9349261073,-0.0063552063,-0.0316993416,0.0024276377,34.895123514,31.6560483723,31.6560483723,18.0343442483,4932.0541644927,5516.4836551922,4829.3549076778,4514,0.8409090909,91.8659941817,1695765.1085093343,40.765917966399996,0.0,0.5078286681,0.0,0.0,1635167.9271250628,1617226.538085927,0.0,0.0,-0.011093924500000001,0.1985038761,9032.5618016235,45792.997350578,36760.4355489544,1667879.0787143514,1,1.0,20489.3016473396,2.0,2.4,0.9022620798000001,0.0081056619,0.1354587636,0,-0.0458265053,0.26765289200000003,0.3571428571,0.0196078431,0.8507231405000001,0.3638946281,0.17021276600000002,0,0,0.872909699,0.1404682274,-0.0460440986,0.9474732551,0.9309045479,0.20868859110000001,0.2647267566,0.49113779300000004
76,7,4,5373,1185,14,9,3619,2572,0.2893064382,0.8688045771,140140.3061309621,73631.9616042023,181413.0429459237,0.2275069981,1.9032537376,-0.0163687748,0.0203621818,0.0009314456,35.4349549685,32.3467994031,32.3467994031,18.6180929365,4940.4123857819,5526.9434785636,4888.1967984895,4851,0.9028475712,92.1884133609,1742481.7360273022,361.335813386,0.0,0.5085778752,0.0,0.0,1675773.7288052305,1858544.0331314246,0.0,81758.3963562531,0.0983405833,0.1956622341,9019.2686074312,43348.1856398728,34328.9170324416,1701370.2321909107,1,1.0,19276.0817316027,2.0,2.4,0.9070456767,0.0067217516,0.09725635860000001,0,-0.011023786800000001,0.2449610535,0.38943488940000004,0.0,0.8511243215000001,0.36521064870000003,0.1654135338,0,0,0.9136212625000001,0.1561461794,0.0015077902,0.9427796669,0.9303634946,0.1567589577,0.21160651100000002,0.5375722543
77,7,5,5393,1184,21,1,3619,2639,0.2707930368,0.9555565836000001,138796.2452793596,73249.1200595076,175111.5281291103,0.2073837356,1.8948520496,-0.0044143814,-0.0095908229,0.0037223153,37.4782416786,33.8946104914,33.8946104914,19.7789804674,4942.2667516009,5616.0220169494,4862.6336239542,4758,0.8822547747,92.2070543149,1787438.5935140308,996.6901604941,0.0001985194,0.5127755912,0.0,0.0,1688635.5303744613,1675773.7288052305,0.0,0.0,-0.0076751421,0.1971804522,8678.1492517634,36197.3157835073,27519.1665317439,1729018.7381947704,1,1.0,15755.7284971812,2.0,2.4,0.9106006674,0.0059570452,0.1155062677,0,-0.0320639803,0.198270252,0.38031591740000004,0.0,0.8513164688,0.3652555498,0.2213114754,0,0,0.9177631579000001,0.1644736842,0.0026771654,0.9587195859000001,0.9532996668,0.14070760470000002,0.19434628980000002,0.44776119400000003
78,7,6,5407,1176,17,3,3619,2645,0.2691351202,0.9929415506,144727.0797866587,77528.8034236073,182179.931042754,0.2055816524,1.8667523991000001,-0.014829469500000001,0.0427305112,0.0025959577,37.9630005945,34.3585221562,34.3585221562,20.3363877362,4955.2870926705,5691.0912312725,4939.2800255225,5122,0.9472905493,92.2447827974,1834053.9936198296,1446.362615795,0.0002063802,0.5197534196,0.0,0.0,1685015.3221793894,1810486.224166525,0.0,73110.4162752382,0.0693023235,0.19628281700000003,9835.9418307626,35867.168416377,26031.2265856144,1755086.0132229102,1,1.0,15631.5332031878,2.0,2.4,0.9054669168,0.004931653,0.0899728539,0,-0.0003714238,0.1798642426,0.3369304556,0.0,0.8510967742000001,0.36541935480000004,0.1367924528,0,0,0.9281045752,0.1666666667,-0.031372549,0.958363336,0.9584648601,0.1236274908,0.1673728814,0.5366506153
79,7,7,5419,1174,14,2,3621,2639,0.2711958023,0.9616752951,150341.7300109527,79038.9630686412,189782.6494960542,0.2078215242,1.9021217406000002,0.0189469914,0.0387947455,0.0022193453000000003,37.5231455233,34.2369116775,34.2369116775,19.7269947141,4964.3162199561,5587.1692289715,4945.3484004239,5060,0.9337516147,92.0747326927,1879727.5737613405,1824.7944727848,0.0,0.5217134562,0.0,0.0,1712696.1235395856,1738256.1317903104,0.0,31944.4857665526,0.014704397000000001,0.1967262229,10279.6053394353,37788.1743843093,27508.569044874,1782721.4162462694,1,1.0,16625.2308199175,2.0,2.4,0.9027626749000001,0.0076568354,0.0804855373,0,0.0090949524,0.18297360980000002,0.4023809524,0.0,0.8509541001,0.36513666840000003,0.24513618680000002,0,0,0.9067524116000001,0.16720257230000002,-0.026581526600000002,0.9577206702000001,0.943589871,0.1474411048,0.2033898305,0.5677025527
80,7,8,5436,1169,20,3,3627,2681,0.2608216157,0.9273623647,153286.2847171939,78692.8189398606,190783.9635567778,0.19654523440000002,1.9479068965000002,0.024070570700000002,0.019585744500000002,0.0031371102000000003,36.8223109677,34.8465883586,34.8465883586,18.9035271829,4973.0217639388,5599.6930157953,4932.9596957335,4961,0.9126195732,91.7047843496,1928622.3777953675,468.6988658891,0.0006578395000000001,0.5264558876000001,0.0,0.0,1724894.7266063727,1712696.1235395856,0.0,0.0,-0.0071224562,0.19787204490000002,10325.1466646873,40489.350904928,30164.2042402406,1813508.3064825567,1,1.0,17856.4107835784,2.0,2.4,0.9027681024,0.0070501852000000005,0.0981218547,0,-0.0079401423,0.19678345190000002,0.36923076920000003,0.0,0.8510309278,0.3659793814,0.1473684211,0,0,0.9012738854000001,0.1815286624,-0.0294218035,0.9633855062000001,0.9489463209000001,0.1666666667,0.2133802817,0.5776464267
81,7,9,5449,1168,15,2,3627,2727,0.2481389578,0.9383634540000001,158204.9089670749,79295.6200367837,193584.3301935072,0.18275973680000002,1.9951279641,0.0242419531,0.03208783,0.0023914643,37.8249371744,35.5315186095,35.5315186095,18.9586522042,4983.0633132517,5455.1383855033,4846.5065107112,4686,0.8599743072,91.5627962383,1978757.8260065904,260.7907754874,0.0006396077000000001,0.5294849031000001,0.0,0.0,1749185.1713562007,1775340.739835808,0.0,30267.6079376612,0.0147327034,0.1978212138,10630.9093373331,40260.2865256721,29629.377188339,1845082.0655161284,1,1.0,17641.0477618402,2.0,2.4,0.9017805075,0.0079551119,0.0941657565,0,-0.0039013759,0.1872848155,0.4426229508,0.0,0.8509268795,0.3663748713,0.21766561510000002,0,0,0.8962264151,0.18553459120000002,-0.0598782802,0.9643305959,0.9687701277,0.1775700935,0.2389318342,0.5887137773000001
82,7,10,5471,1169,22,0,3631,2737,0.24621316440000002,0.9765621216,160299.1888233647,78966.6705300767,195645.8334849201,0.1806664831,2.02996008,0.0174585874,0.013237767800000001,0.0040374381,40.0406822098,36.4619062506,36.4619062506,19.7248618853,4991.9285441134,5557.612391053,4830.9060295153,4634,0.8470115153000001,91.4843526171,2028911.1456616267,687.0742816354,0.0006961893,0.5330521123,0.0,0.0,1767732.2563970445,1749185.1713562007,0.0,0.0,-0.010603271400000001,0.198583789,10051.6326770526,37395.2091731571,27343.5764961045,1872345.0289712881,1,1.0,16166.198279729,2.0,2.4,0.9065041255,0.0076196948,0.09323912570000001,0,-0.0073629461,0.1705783834,0.40775558170000004,0.0175438596,0.851386037,0.3662731006,0.1655405405,0,0,0.9068322981,0.1925465839,-0.0044665012,0.9854336754,0.9899365478000001,0.18509518020000001,0.22494744220000001,0.6749116608
83,7,11,5482,1165,17,6,3629,2750,0.2422154864,0.9647883189,163416.9523838561,79115.3489041017,198398.8765763392,0.1763211808,2.0655530772,0.017533841,0.0194496528,0.0020106014,40.2244566,37.3809370869,37.3809370869,19.4739399552,5006.376149949,5563.4566072489,4858.4843984464,4668,0.851514046,91.424197683,2081316.6912125954,824.1202842976,0.0014756802000000001,0.5347496286,0.0,0.0,1802588.3591552656,1856238.177881883,0.0,53103.5528909031,0.0289024433,0.19774441550000002,9432.3682711406,38796.8879362382,29364.5196650976,1901041.5522227662,1,1.0,16834.2754571096,2.0,2.4,0.9120265683000001,0.0076862995,0.084621096,0,-0.0043339638,0.1796907802,0.4248826291,0.0,0.8517852556000001,0.3670690984,0.1881533101,0,0,0.8885448916,0.2012383901,-0.0145497913,0.9757070665,0.9517312835,0.1879058442,0.2281315605,0.7477820025
84,7,12,5489,1158,12,5,3631,2734,0.2470393831,1.0119207393,163987.8348391103,80410.8944151655,200367.4623397018,0.1815645468,2.0393733465,-0.012674441000000002,0.0034934102000000002,0.0012769062,41.8238248544,38.2613035469,38.2613035469,20.508174693,5012.5615445082,5573.1883152166,4836.8681284366,4595,0.8371288031,91.4628925582,2131724.68179778,2613.8918237833,0.0010888914,0.5394465857,0.0,0.0,1810897.4057427533,1802588.3591552656,0.0,0.0,-0.0046095086,0.1985338701,9100.1095460415,36385.1266042134,27285.0170581719,1928473.0707390613,1,1.0,15635.2572775596,2.0,2.4,0.9142104177,0.0080158668,0.0889038333,0,-0.0111301178,0.16638439730000001,0.4228504122,0.0,0.8520892079,0.3678543963,0.19305019310000002,0,0,0.8719512195,0.2134146341,-0.0006644518,1.0005830593,0.9696975048,0.17964314680000001,0.2202090592,0.7108801956
85,8,1,5499,1163,11,1,3648,2791,0.2349232456,1.0777076327,166792.3446779085,82158.7921172547,200566.7486614867,0.1683948322,2.0301216751,-0.0045365266,0.0171019383,0.0018218255,43.5548168343,38.6088471774,38.6088471774,21.4542888579,5017.0944132054,5682.3881803381,4878.9646563175,4781,0.8694308056000001,91.6834554822,2180594.3566337386,882.3240691207,0.00040776230000000004,0.5448358904,0.0,0.0,1808232.605308863,1810897.4057427533,0.0,0.0,0.0014715358,0.19904701560000002,9285.6558124956,31942.6033498793,22656.9475373837,1950673.3568476886,1,1.0,13408.5666117965,2.0,2.4,0.9157122815000001,0.0066558524,0.0923119059,0,-0.014680039800000001,0.1358392532,0.40094899170000003,0.0,0.8525428060000001,0.3672374137,0.1198156682,0,0,0.8708708709,0.2162162162,-0.012452107300000001,1.0251488356,0.9989344468,0.1583198708,0.1864996521,0.5713606089000001
86,8,2,5506,1155,11,4,3642,2843,0.21938495330000002,1.0705512865,169392.9951385675,82933.8540495433,199639.446089022,0.15150538400000002,2.0425072135,0.0061008848,0.015592145200000001,0.0012729587,42.9554991586,39.2218480089,39.2218480089,21.030769867,5024.9534459691,5789.365455984,4956.0521276516,5022,0.9120958954,91.6615432573,2231707.9595204284,564.4058713059,0.0008593778,0.5477820092,0.0,0.0,1826362.863822461,1974170.2147080766,0.0,90411.6302654432,0.0748706215,0.1970270381,10249.3298338165,33110.4804615338,22861.1506277173,1973178.2399171314,1,1.0,14056.4702659055,2.0,2.4,0.9104459311,0.0061197912,0.1206875713,0,-0.0372532935,0.1349592444,0.4401408451,0.0172413793,0.8525428060000001,0.3680040889,0.1949152542,0,0,0.8862275449,0.2275449102,-0.0230518156,1.0074452544,0.9936778495,0.1532551557,0.2013888889,0.5780952381000001
87,8,3,5518,1152,18,6,3638,2840,0.2193512919,1.0759361792,164458.0872402756,81646.5178531467,193815.0139682087,0.1514687956,2.0142694577,-0.013825045800000001,-0.029132892400000002,0.0021794406,42.7921459595,39.2020029111,39.2020029111,21.244499238,5030.0354741085,5769.8144215399,4914.3570953949,4856,0.8800289960000001,91.3794946472,2286877.297342444,209.3444781605,0.001768784,0.552582529,0.0,0.0,1836029.6690922708,1831993.8168306132,0.0,3378.5718048912,-0.0022029836,0.19798151190000002,9273.7061838521,34414.105464614,25140.3992807619,1998331.8079984046,1,1.0,14700.9052444157,2.0,2.4,0.9149725386,0.0064562582,0.09155212850000001,0,-0.0129809252,0.15286812400000002,0.46,0.0,0.8526181354,0.3688378033,0.188,0,0,0.8783382789,0.2403560831,0.0138888889,1.0020739178,0.9959336318,0.164305949,0.21329639890000002,0.5252699784
88,8,4,5535,1146,20,3,3637,2881,0.20786362390000002,1.176972436,169256.3370868595,86358.9488311573,196577.0476036499,0.1389821999,1.9599165967,-0.026983907600000002,0.0291761258,0.0030808264,45.3544853427,40.4867589822,40.4867589822,23.1410282557,5037.442065788,5679.8138010028,4913.0785182541,4847,0.8757000903000001,91.3890969341,2336580.242101358,689.4247679038,0.0013729526,0.5561164566,0.0,0.0,1843406.5624145428,1836029.6690922708,0.0,0.0,-0.0040178508,0.19868798270000002,9400.6959150479,28309.5814093344,18908.8854942865,2017353.4734172157,1,1.0,11680.7463209407,2.0,2.4,0.9163057094,0.0070451356,0.0564744941,0,0.0201746608,0.11171744480000001,0.3929824561,0.0,0.8528735632000001,0.3698595147,0.1802575107,0,0,0.8727810651000001,0.24852071010000001,-0.004968129,1.0257237745,1.0213977042,0.15930279690000002,0.2016574586,0.6404665314
89,8,5,5550,1145,20,5,3635,2849,0.21623108670000002,1.1376391095,156580.1106548321,79915.4550095887,183796.1411203544,0.1480772681,1.959322019,-0.0003033689,-0.0748936592,0.0027100271000000003,44.3372604329,40.7297287563,40.7297287563,22.6288787673,5048.6841798907,5560.9473678771,4805.4943612112,4373,0.7879279279,91.0955414229,2392214.5440986725,673.341280041,0.000391864,0.5596540663,0.0,0.0,1859865.6420963933,1843406.5624145428,0.0,0.0,-0.0089286216,0.1991471888,6967.7242729583,31041.1563005292,24073.4320275709,2040879.8370507369,1,0.9213383738,12496.0482634103,1.9213383738,2.2898737234,0.9307248114000001,0.0045186853,0.0889188847,0,-0.024162381400000002,0.1537451463,0.4027939464,0.0,0.8532039826000001,0.3696706663,0.2089041096,0,0,0.8680351906,0.2521994135,-0.0412220702,0.9956090821,1.0147711951,0.18793033620000002,0.2251381215,0.7663834951
90,8,6,5565,1146,25,10,3627,2884,0.2048524952,1.245591774,146656.9113318336,79638.6369143601,169684.6907103037,0.1357092339,1.8415296521000002,-0.060118942,-0.0633745837,0.0027027027,44.5054337587,40.3100128002,40.3100128002,24.1676443861,5057.8467626545,5755.7880342054,4789.6056368023,4207,0.7559748428,91.2624633723,2448031.733654211,1110.8637931045,0.0005905108,0.5664074731000001,0.0,0.0,1851205.7895103828,1859865.6420963933,0.0,0.0,0.0046561711,0.19944567270000002,5769.4943383242,26925.2153255352,21155.7209872111,2061367.592055703,1,0.9113685771000001,10572.9382956185,1.9113685771000002,2.275916008,0.9423239280000001,0.0039841051,0.0714691004,0,-0.0177771335,0.144253147,0.4279069767,0.0,0.8535340648,0.37075784640000004,0.1918819188,0,0,0.8888888889000001,0.2631578947,-0.0452380952,1.0000256451,1.0039659247,0.1626115166,0.1878871301,0.6488865873
91,8,7,5577,1146,15,3,3629,2921,0.1950950675,1.3522490563,148183.3753124934,82622.1198957124,169372.4311839491,0.1251033343,1.7935073017,-0.0260774245,0.0104084013,0.0021563342000000003,45.830491679,40.7395010509,40.7395010509,25.5535573434,5065.8626353333,5866.0850210121,4883.3909464828,4525,0.8113681191000001,91.7341051925,2502076.906207728,1295.1433949355,0.0,0.5720492622000001,0.0,0.0,1846832.6704899934,1896311.1110794083,0.0,27063.1929414153,0.0260919426,0.1989736842,7257.8754595698,22277.4454657316,15019.5700061618,2076547.1034792874,1,0.8655359307,8235.6289487291,1.8655359307000001,2.211750303,0.9327784553,0.0029143432000000003,0.0784844023,0,-0.0141772009,0.1013579963,0.4307159353,0.0,0.8539755352,0.37104994900000005,0.2551440329,0,0,0.9014492754000001,0.2666666667,-0.0434782609,1.0125232082,1.0095092234,0.1401944895,0.1737637363,0.5698529412000001
